Test Year: 2014
Total: 985, Correct: 3, ExpRate: 0.30%
----------------------------------------
Image	Status	Prediction	GroundTruth
27_em_100	WRONG	\sqrt { 3 }	\sqrt { 4 5 }
508_em_80	WRONG	k _ { 2 }	M _ { 2 }
23_em_52	WRONG	z _ { 3 }	2 p
27_em_115	WRONG	\sqrt { 2 }	7 \sqrt { 2 }
502_em_18	WRONG	\sqrt { x }	9 \sqrt { 2 }
RIT_2014_130	WRONG	8 . 7	8 - 7
515_em_373	WRONG	R ^ { 2 }	R _ { 1 }
37_em_9	WRONG	y _ { y }	y < b
RIT_2014_112	WRONG	S _ { s }	s _ { 1 }
RIT_2014_307	WRONG	\sqrt { p }	\sqrt { 9 8 }
517_em_410	WRONG	f _ { f _ { g _ { } } }	C ^ { \beta }
32_em_203	WRONG	1 . 1	l - 1
502_em_12	WRONG	R ^ { 2 }	R _ { L }
28_em_132	WRONG	g _ { 0 }	S / V
502_em_10	WRONG	1 0 ^ { 3 }	\beta = 1
RIT_2014_59	WRONG	\frac { 1 } { 1 }	F ^ { 3 }
28_em_147	WRONG	[ 3 ]	[ B ]
32_em_223	WRONG	( n - 1 )	( \pi )
510_em_105	WRONG	\frac { 3 } { 3 }	\frac { 4 } { 3 }
31_em_187	WRONG	2 0	5 0
501_em_23	WRONG	0 . 0	\phi > 0
37_em_3	WRONG	0 . 0	t - 6
RIT_2014_120	WRONG	\sqrt { B }	\sqrt { 6 7 }
RIT_2014_122	WRONG	\alpha _ { 2 }	1 8 z
RIT_2014_1	WRONG	( x )	k < 1
RIT_2014_299	WRONG	9 . 9	8 9 7
37_em_6	WRONG	y _ { y } ( x )	y ^ { \prime } ( x )
34_em_235	WRONG	u _ { 0 } = 0	1 - w
28_em_138	WRONG	p _ { 0 }	R _ { 0 } ^ { 0 }
RIT_2014_151	WRONG	( x ) ^ { 2 }	1 5 \pi
500_em_109	WRONG	R ^ { 2 }	b _ { L }
35_em_3	WRONG	( n - 1 )	\beta ( F )
RIT_2014_155	WRONG	y ^ { 2 }	y - z
RIT_2014_231	WRONG	3 . 5	3 \sqrt { 7 }
20_em_38	WRONG	X _ { X }	Y _ { t + 1 }
18_em_19	WRONG	y = r \sin \theta	y \neq x
29_em_151	WRONG	b ^ { 2 }	P a
37_em_16	WRONG	\sqrt { 2 }	8 \sqrt { 5 }
27_em_108	WRONG	( 0 ) ^ { 2 }	0 + A
RIT_2014_9	WRONG	y ^ { y }	\log
501_em_1	WRONG	\sqrt { b }	\sqrt { 5 0 }
501_em_5	WRONG	\sqrt { b }	\sqrt { 5 0 }
518_em_433	WRONG	( x ) ^ { 2 }	M ^ { n }
37_em_11	WRONG	u _ { 2 }	w ^ { - 2 }
RIT_2014_156	WRONG	- L	- 1
RIT_2014_114	WRONG	\cdots + 1	i \neq 1
RIT_2014_154	WRONG	\frac { 1 } { 4 }	\frac { 1 } { 9 }
RIT_2014_89	WRONG	n ! - 1	r \geq 1
518_em_415	WRONG	V ^ { 1 }	l u _ { 1 }
502_em_9	WRONG	1 0 ^ { 3 }	\beta = 1
RIT_2014_34	WRONG	1 + 3 = 3	B F F S
516_em_393	WRONG	u _ { n }	N m
514_em_330	WRONG	\frac { 1 } { 2 }	k g
511_em_255	WRONG	u _ { 1 }	[ A ] A
37_em_15	WRONG	u _ { 0 } = 0	u \geq 0
512_em_297	WRONG	c ^ { 2 }	a l l z
519_em_463	WRONG	p _ { p }	P _ { 0 }
518_em_436	WRONG	( n - 1 )	E ( c )
36_em_38	WRONG	2 ^ { 2 }	2 4 \pi
37_em_29	WRONG	1 0 ^ { 2 }	\sum F _ { x }
RIT_2014_246	WRONG	3 . 8	7 5 8 8
RIT_2014_131	WRONG	\sqrt { - 1 }	\sqrt { 9 1 }
516_em_383	WRONG	m _ { 1 } )	r ( x )
18_em_16	WRONG	2 + 2	m \geq 2
20_em_45	WRONG	\sqrt { f }	\sqrt { C _ { n } }
18_em_1	WRONG	\sqrt { y }	\sqrt { 4 8 }
20_em_41	WRONG	g ( s ) ^ { 2 }	9 / 5
511_em_250	WRONG	u _ { k }	r o t
34_em_226	WRONG	1 + 3	t - s
34_em_227	WRONG	x ^ { 2 } + c ^ { 2 }	6 5 8 8
512_em_289	WRONG	y	\frac { 1 } { 8 }
RIT_2014_311	WRONG	f ( x ) ^ { 2 }	\int y d x
RIT_2014_110	WRONG	\frac { 1 } { 2 }	f _ { a } ^ { 7 }
RIT_2014_285	WRONG	n _ { n } , \ldots , n _ { n }	m i l l i
504_em_44	WRONG	a _ { 0 }	8 _ { 1 6 }
512_em_275	WRONG	3 ^ { 3 }	3 m
35_em_20	WRONG	\sqrt { 5 }	\sqrt { 3 8 }
37_em_25	WRONG	\sqrt { A }	\sqrt [ x ] { b }
RIT_2014_93	WRONG	5 . 2	y > z
23_em_65	WRONG	( x _ { 1 } )	f ( n - 1 )
RIT_2014_36	WRONG	( 1 + 1 ) ^ { 2 }	A + A = A
36_em_37	WRONG	- ( t )	- f ( - x )
512_em_288	WRONG	\alpha _ { n }	2 m
32_em_212	WRONG	q = \sqrt { 2 }	q - \sqrt { 2 }
RIT_2014_250	WRONG	n _ { n }	R _ { r l }
RIT_2014_219	WRONG	n ! - 1	m / q
511_em_273	WRONG	\sqrt { n }	x = \beta
517_em_402	WRONG	\frac { 1 } { 4 }	\frac { p } { q }
513_em_319	WRONG	x ^ { 2 }	x > A
23_em_56	WRONG	9 . 2	9 + 2
RIT_2014_118	WRONG	a _ { n }	a \neq b
37_em_13	WRONG	a _ { 0 }	8 0 ^ { o }
502_em_2	WRONG	( t ) ^ { 2 }	4 9 2
RIT_2014_76	WRONG	0 . 9	t \rightarrow \infty
RIT_2014_291	WRONG	1 0 ^ { 2 }	\mu m
RIT_2014_132	WRONG	1 0 ^ { 2 }	1 m
RIT_2014_41	WRONG	\sqrt { 3 }	- \sqrt { 3 }
29_em_150	WRONG	d _ { 0 }	6 0 ^ { o }
RIT_2014_65	WRONG	\cos ( 0 )	G \times H
506_em_59	WRONG	y = 3 = 3	y \in B
31_em_189	WRONG	x _ { 1 }	x . y
RIT_2014_50	WRONG	\sqrt { 3 }	\sqrt { x ^ { 5 } }
36_em_44	WRONG	\alpha _ { 3 }	p \geq 1
37_em_27	WRONG	\alpha ^ { 3 }	\alpha , \beta
RIT_2014_269	WRONG	3 3 ^ { 3 }	B B ^ { - 1 }
RIT_2014_187	WRONG	1 0 ^ { 2 }	1 m
518_em_423	WRONG	u _ { n }	u _ { m }
37_em_7	WRONG	\theta _ { 0 } = a _ { 0 }	\cos 6 \theta
36_em_46	WRONG	2 ^ { 2 } - 1	x \neq 4
517_em_406	WRONG	\sum _ { g _ { i } }	\sum b _ { n }
36_em_28	WRONG	\alpha _ { 2 } = 3	1 2 \div 3
36_em_47	WRONG	2 ^ { 1 0 }	7 0 ^ { o }
516_em_395	WRONG	u _ { 0 } = 0	n \neq 0
32_em_215	WRONG	2 ^ { 3 }	m ^ { 3 }
512_em_285	WRONG	x ^ { 2 }	X _ { n } ^ { 2 }
513_em_310	WRONG	2 ^ { 2 }	8 + 7
505_em_52	WRONG	\theta _ { 0 }	o r 1
RIT_2014_82	WRONG	s ^ { 5 }	s _ { 2 }
511_em_271	WRONG	1 0 ^ { 2 }	f + g
513_em_305	WRONG	\cos ( n )	\cos ( \beta )
515_em_360	WRONG	c ^ { C }	C ^ { \alpha }
RIT_2014_115	WRONG	a ^ { a }	G _ { e q }
RIT_2014_40	WRONG	a _ { 0 }	c o d
509_em_90	WRONG	\sqrt { y }	\pm \sqrt { 6 }
RIT_2014_61	WRONG	a _ { 2 } = 0	0 . 0 8 7 8
34_em_241	WRONG	x _ { 1 } ( x )	\phi ( \phi ( n ) )
RIT_2014_78	WRONG	- 0 . 0	\pm \theta _ { 0 }
36_em_35	WRONG	2 + 2 ^ { 2 }	z _ { 1 } z _ { 2 }
RIT_2014_277	WRONG	p _ { n }	m , n
RIT_2014_54	WRONG	2 . 3	z < p
501_em_13	WRONG	y _ { y }	y < y \prime
500_em_108	WRONG	5 . 5	s \geq 1
RIT_2014_140	WRONG	\sum _ { n }	\sum a _ { n }
31_em_176	WRONG	( \frac { 2 } { 2 } )	( \frac { \pi } { \sqrt { 2 } } )
35_em_1	WRONG	1 + \pi r ^ { 2 }	E P E
35_em_10	WRONG	9 . 9 ^ { 3 }	g _ { a b }
26_em_91	WRONG	( x ^ { 2 } - 1 )	k [ a ^ { - 1 } ]
510_em_102	WRONG	n _ { 1 } = 0	m v
515_em_368	WRONG	\frac { 1 } { 1 }	I m
506_em_60	WRONG	1 0 ^ { - 1 }	b a g _ { 1 }
518_em_421	WRONG	\sum _ { n } = 1	\sum F _ { y }
32_em_214	WRONG	\int e ^ { 2 }	\int c d x
RIT_2014_275	WRONG	\sum _ { 2 } = x _ { 2 }	s \neq 1
512_em_282	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt [ 3 ] { x ^ { 2 } }
511_em_253	WRONG	x ^ { y }	X _ { f g }
RIT_2014_169	WRONG	p ^ { 3 }	\beta _ { j + 1 }
23_em_71	WRONG	\sum F	c T ^ { \prime }
RIT_2014_99	WRONG	\frac { 1 } { 4 }	\frac { 1 } { 9 }
26_em_76	WRONG	2 ^ { 2 } = 3	- m p
27_em_122	WRONG	1 + \pi r ^ { 3 }	\pm \sqrt [ x ] { b }
518_em_418	WRONG	x _ { n }	r \times n
27_em_103	WRONG	x _ { 1 } = x _ { 2 }	\exists y \exists x F
32_em_206	WRONG	[ \frac { 2 } { 2 } ]	[ [ S ] ]
RIT_2014_281	WRONG	0 0 . 0 0	1 0 0 , 0 0 0
513_em_302	WRONG	9 . 3	c \geq b
RIT_2014_35	WRONG	\theta _ { 2 }	\theta + c
512_em_291	WRONG	2 ^ { 2 } - 1	2 . 9 9 9 9
514_em_337	WRONG	u _ { n }	V V ^ { - 1 }
RIT_2014_261	WRONG	u _ { 0 }	d \neq 0
503_em_32	WRONG	E _ { 1 }	F \neq H
RIT_2014_16	WRONG	\sqrt { 1 } = \sqrt { n }	\sqrt { 2 } + \sqrt { 8 }
515_em_354	WRONG	\sqrt { 3 }	4 \sqrt { 3 }
516_em_376	WRONG	2 ^ { 3 }	2 ^ { - 4 }
34_em_248	WRONG	x _ { 1 } = x _ { 2 }	q _ { i } + a
37_em_28	WRONG	2 ^ { 2 } - 1 = 0	\sum F _ { z } = 0
RIT_2014_100	WRONG	9 . 9	a \geq b
RIT_2014_292	WRONG	x = 0	x - 8
34_em_245	WRONG	x _ { 2 } = 0	r \rightarrow \infty
34_em_228	WRONG	\cdots + ( x )	- y - 5 ( 1 )
RIT_2014_271	WRONG	u _ { 0 } = 0	\log _ { u } N
RIT_2014_143	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	| x | | y | = | x y |
32_em_216	WRONG	u _ { 1 } = ( x ) = u _ { 1 } ( x )	g ( y ) - g ( x )
20_em_32	WRONG	\frac { 3 } { 3 }	\frac { \pi } { 3 }
501_em_16	WRONG	1 0 ^ { 4 }	N _ { X Y }
501_em_17	WRONG	f _ { 0 } = 0	\mu \pm \sigma
26_em_85	WRONG	1 0 ^ { 2 } { 2 }	\log _ { u } g
RIT_2014_302	WRONG	e ^ { \int x ^ { 2 } d x }	\pm \sqrt { \frac { 1 5 } { 1 6 } }
511_em_252	WRONG	u _ { n } = n _ { n }	n ( - 1 ) ^ { n }
511_em_260	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int I d t
37_em_10	WRONG	\frac { y } { L }	\frac { X } { V }
26_em_86	WRONG	f ( x ) = y ^ { 2 }	\log _ { a } x
RIT_2014_238	WRONG	e _ { f _ { c ^ { 2 } } }	r ^ { - k }
503_em_25	WRONG	\sum _ { S }	\sum Y _ { i }
RIT_2014_195	WRONG	\sqrt { 1 + \sqrt { 2 } } }	\sqrt [ m ] { \sqrt [ n ] { x } }
18_em_4	WRONG	e _ { k }	e ^ { - n }
32_em_221	WRONG	x ^ { 2 }	n \geq N
23_em_69	WRONG	x _ { 2 } = x _ { 2 }	X \leq 1 5
23_em_55	WRONG	\sqrt { b }	\sqrt { 1 1 3 }
29_em_157	WRONG	y = y ^ { y }	y = y \prime
27_em_119	WRONG	0 . 8	6 7 7 8
35_em_5	WRONG	( 1 + 1 ) = 1	E / [ E , E ]
RIT_2014_198	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	| x | | y | = | x y |
20_em_44	WRONG	n _ { n } = n _ { n }	8 c m
509_em_91	WRONG	0 . 0	\mu < 6
36_em_42	WRONG	n _ { n } = p _ { p }	m \times p
RIT_2014_310	WRONG	y = r ^ { 2 }	y \leq z
RIT_2014_39	WRONG	\sqrt { - 1 }	\sqrt { - 4 }
RIT_2014_303	WRONG	1 3 . 3	p \geq 3
514_em_333	WRONG	p _ { 1 } , \ldots , p _ { n }	\beta _ { n + 1 }
RIT_2014_125	WRONG	- 0 . 0	z + w
RIT_2014_53	WRONG	( x ^ { 2 } - x ^ { 2 } - 1 ) ( 2 x - 7 )	| a b | = | a | \cdot | b |
RIT_2014_121	WRONG	f ( z ) = 2	f ( z ) = z
512_em_299	WRONG	( x _ { 2 } )	p ( 1 - p )
514_em_346	WRONG	\frac { 1 } { 2 }	m ^ { 2 }
28_em_136	WRONG	\log _ { 2 } = 4	\pi _ { t + 1 }
RIT_2014_280	WRONG	f ( 0 ) = 0	\sqrt { 9 } + \sqrt { 1 6 }
RIT_2014_270	WRONG	z _ { 2 }	c \neq 2
28_em_146	WRONG	\frac { 1 } { 4 }	\frac { 1 9 9 } { 1 1 }
512_em_281	WRONG	\frac { 1 } { 2 }	\frac { p } { t }
RIT_2014_152	WRONG	\frac { 1 } { 3 } \pi r ^ { 4 }	4 4 - \frac { 4 } { 4 }
518_em_432	WRONG	s ^ { 2 }	q \geq 1
516_em_399	WRONG	3 ^ { 3 }	\frac { 3 } { 8 }
504_em_37	WRONG	\log _ { 2 } ( x )	| y _ { 2 } - y _ { 1 } |
32_em_207	WRONG	\int \limits _ { 0 } ( x )	\int - \cos \phi d \phi
23_em_50	WRONG	u _ { 1 }	d ^ { - 7 }
505_em_49	WRONG	\sqrt { 2 } = \sqrt { 2 }	1 \sqrt { 7 } + 2 \sqrt { 7 }
513_em_324	WRONG	\sqrt { p } = \sqrt { n }	\sqrt { a } + \sqrt { b }
RIT_2014_11	WRONG	u _ { 0 } = v _ { 0 }	n _ { N } = N _ { N }
35_em_19	WRONG	2 = 3	2 \div 3
26_em_79	WRONG	e _ { 1 } = a _ { 2 }	- a + b + c
RIT_2014_245	WRONG	1 3 + \pi r ^ { 3 }	b ^ { 3 } - 3 / 2 b
29_em_170	WRONG	y ^ { 2 } ( y ^ { 2 } - 1 )	E ( t ) \leq E ( 0 )
RIT_2014_69	WRONG	\frac { \pi r ^ { 2 } { 3 + 1 }	\sqrt { \frac { 1 + x } { 1 - x } } = \sqrt { \frac { 1 + x } { 1 + x } \frac { 1 + x } { 1 - x } } = \frac { 1 + x } { \sqrt { 1 - x ^ { 2 } } }
RIT_2014_90	WRONG	n _ { 1 } = 1	m \geq 1
515_em_358	WRONG	f ( x ) = f ( x )	f ( t ) g ( t )
515_em_370	WRONG	3 ^ { 3 }	x _ { B 5 }
RIT_2014_127	WRONG	a _ { 1 } + a _ { 2 }	q _ { = } q _ { 1 } q _ { 2 }
36_em_34	WRONG	\sqrt { 2 } = \sqrt { 2 }	\sqrt { 2 } \sqrt { 2 } = 2
515_em_351	WRONG	( 1 ) ^ { 2 } - 1 )	1 = 1 ( 1 ) ( 1 )
501_em_22	WRONG	u _ { 1 } = 1	\forall \gamma \in X
512_em_287	WRONG	\sqrt { x } = \sqrt { 2 }	\sqrt { 1 7 } \div \sqrt { 5 }
RIT_2014_106	WRONG	\sin \theta	\sin 6 \theta
506_em_64	WRONG	\sqrt { 2 } = \sqrt { 2 }	\sqrt { 7 } + 2 \sqrt { 7 }
RIT_2014_257	WRONG	\frac { 3 } { 3 } \pi r ^ { 3 }	\frac { 1 1 } { 3 } \sqrt { 3 }
20_em_47	WRONG	3 + \pi r ^ { 2 }	5 3 9 5
RIT_2014_31	WRONG	y ^ { 2 } + y ^ { 2 } )	y ^ { 2 } , \sqrt { y } \cos y
RIT_2014_129	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int _ { 2 } ^ { b } f d \alpha
23_em_73	WRONG	\alpha _ { n }	B _ { m + 1 }
RIT_2014_124	WRONG	1 + \pi r ^ { 2 }	\pi e \sqrt { x }
RIT_2014_298	WRONG	e ^ { - 1 }	\Delta ^ { k x }
517_em_411	WRONG	1 3 + \pi r ^ { 3 }	B + B = B
31_em_178	WRONG	0 . 0	q + w
RIT_2014_17	WRONG	p ^ { 3 }	P _ { 1 } P _ { 3 }
29_em_164	WRONG	a = r \sin \theta	\cos \pi z
35_em_22	WRONG	x _ { 1 } ( x )	x - \pi ( x )
506_em_61	WRONG	\sqrt { 1 + \sqrt { 2 } } } }	\sqrt { \sqrt { \sqrt { 4 ^ { 4 ! } } } }
RIT_2014_289	WRONG	\log _ { 2 } ( 2 ^ { 2 } - 1 )	- | y | \leq y \leq | y |
RIT_2014_294	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 1	- | y | \leq y \leq | y |
36_em_43	WRONG	( a ) ^ { 2 } )	( x ^ { \prime } , t ^ { \prime } )
513_em_308	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	[ a ] [ b ] = [ a b ]
36_em_49	WRONG	f ( x ) = f ( x ) = 0	1 . 6 9 4 6 9 6 1
29_em_172	WRONG	x _ { 0 } = 0	n \geq 0
512_em_295	WRONG	a _ { 1 } = a _ { 2 }	a , \ldots , f
509_em_97	WRONG	( y ^ { 2 } - 1 )	( d - 1 ) ( d + 1 )
519_em_442	WRONG	u _ { 1 } = v _ { 1 }	t ^ { \prime } = t
RIT_2014_102	WRONG	m _ { n } , \ldots , y _ { n } )	m ^ { \prime } + N = [ m ^ { \prime } ]
18_em_11	WRONG	a _ { 1 } = a _ { n - 1 }	q _ { t } = 2 q
518_em_427	WRONG	\sqrt { x } = \sqrt { 2 }	\sqrt { 7 } + \sqrt { 2 8 }
37_em_20	WRONG	u _ { 0 } = 0	0 . 9 - 0 . 9 = 0
515_em_362	WRONG	0 . 0	v \geq 0
509_em_95	WRONG	e ^ { - 1 }	e _ { P V T }
31_em_177	WRONG	a ^ { i }	\alpha ^ { - 1 }
RIT_2014_67	WRONG	x _ { 2 } = x _ { 2 }	x + 2 + \sqrt { 3 }
26_em_93	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 1	4 \times 4 + 4 - 4
18_em_7	WRONG	\sin ^ { 2 } + y ^ { 2 } = c ^ { 2 }	\sin ^ { 2 } \theta
516_em_390	WRONG	a ^ { b }	\frac { a } { b }
RIT_2014_153	WRONG	( x ^ { 2 } - x ^ { 2 } - 1 )	\log _ { b } b ^ { x } = X
RIT_2014_228	WRONG	\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x	\int u ^ { 8 } \frac { d u } { 1 2 }
32_em_204	WRONG	v = \sqrt { 2 }	\pm \sqrt { x }
510_em_107	WRONG	\sqrt { 1 } = \sqrt { 2 } = 0	\sqrt { a b } = \sqrt { a } \sqrt { b }
RIT_2014_236	WRONG	x _ { 1 } = x _ { 2 }	n \neq a
RIT_2014_296	WRONG	V = m c ^ { 2 }	\theta + e \alpha
504_em_41	WRONG	\sqrt { 2 } = \sqrt { - 1 }	- j = - \sqrt { - 1 }
RIT_2014_48	WRONG	y ^ { 2 } + y ^ { 2 } ) = \sqrt { 2 }	q - ( q - \sqrt { 2 } ) = \sqrt { 2 }
35_em_17	WRONG	x _ { 1 } = x _ { 2 } = x _ { 2 }	x ^ { 2 } + x + 1
35_em_6	WRONG	1 3 + \pi r ^ { 3 }	1 5 \div 5 = 3
511_em_266	WRONG	v _ { v }	F _ { 0 } ^ { 1 }
RIT_2014_98	WRONG	2 \alpha + \pi r ^ { 2 }	G _ { b } = g G _ { a } g ^ { - 1 }
36_em_48	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\sum _ { k } j [ k ]
RIT_2014_5	WRONG	p = \frac { n } { n }	\frac { m } { m m }
27_em_104	WRONG	a ^ { 2 } = a ^ { 2 } + c ^ { 2 }	w = q _ { H } - q _ { C }
501_em_21	WRONG	0 . 0	\theta \rightarrow 0
515_em_356	WRONG	x = 0	x \rightarrow 0
RIT_2014_221	WRONG	x _ { 2 } + x _ { 2 } = x _ { 3 }	A + B + B = A + B
34_em_233	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	f ( 5 ) = 2 5 = f ( - 5 )
28_em_127	WRONG	x ^ { 2 }	X , X _ { t }
515_em_350	WRONG	\sin ^ { 2 } ( x )	\sin ( \beta )
RIT_2014_283	WRONG	x ^ { 2 } = x ^ { 3 }	s = 2 5 8 5 7
RIT_2014_305	WRONG	\frac { 1 } { 5 }	\frac { \pi } { \alpha }
18_em_5	WRONG	\int \limits _ { a } ^ { a } f ( x ) d x = 0	\int g = \lim _ { n \rightarrow \infty } \int g _ { n }
RIT_2014_240	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	| z - z _ { 1 } | = | z - z _ { 2 } |
RIT_2014_73	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\{ 7 , 7 \} = \{ 7 \}
36_em_30	WRONG	u _ { n } = v _ { n }	\tan \gamma _ { i }
RIT_2014_42	WRONG	3 0 \times 2 9 x ^ { 2 8 }	\sum \alpha \beta = \alpha \beta + \alpha \gamma + \beta \gamma
37_em_30	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	f ( f ( x ) ) = g ( g ( x ) )
29_em_152	WRONG	\sqrt { x ^ { 2 } + z ^ { 2 } }	\sqrt { - n } = i \sqrt { n }
RIT_2014_160	WRONG	n _ { n } = n _ { n }	\sigma _ { a } , \sigma _ { m }
RIT_2014_205	WRONG	n _ { n } = n _ { n }	\sigma _ { a } , \sigma _ { m }
RIT_2014_147	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( a ( b ^ { 2 } ) ) + ( d ^ { 3 } )
23_em_64	WRONG	u _ { 1 } = v _ { 2 }	\log _ { e } x
513_em_311	WRONG	\frac { 1 } { 1 }	1 0 ^ { \frac { 1 } { 1 0 } }
504_em_46	WRONG	e ^ { 2 }	e ^ { 2 x }
20_em_34	WRONG	\sin ^ { 2 } ( x )	\sin ( a + b )
RIT_2014_232	WRONG	\int \limits _ { 0 } ^ { 2 }	\sqrt { \frac { 9 . 8 1 } { l } } = \pi
RIT_2014_247	WRONG	1 + \pi r ^ { 2 }	1 \pm \sqrt { 2 }
504_em_39	WRONG	\sqrt { \sqrt { \sqrt { b } } { 3 }	\frac { \sqrt { 2 7 } } { \sqrt [ 3 ] { 9 } }
505_em_55	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int \frac { d v } { v } = \int 2 d x
27_em_123	WRONG	f _ { 0 } ^ { 2 }	\int 2 x ^ { - 2 } d x
35_em_4	WRONG	u _ { 1 } = r _ { 2 }	w _ { 1 } + w _ { 2 }
29_em_156	WRONG	( x ^ { 2 } - 2 ^ { 2 } - 1 )	( 2 , 2 , 2 , 0 )
20_em_28	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	1 . 3 7 9 1 9 4 1 7 1
RIT_2014_52	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int x + 5 d x
516_em_388	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { \alpha ^ { 2 } - \beta ^ { 2 } } t
519_em_462	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	\sum _ { r = 1 } ^ { n } r
RIT_2014_96	WRONG	x ^ { 2 } + 2 x + 1 = 0	N + 2 3 3 = 2 3 6
32_em_202	WRONG	x _ { i } - x _ { i + 1 } + x _ { i + 2 }	3 N - 3 - 2 = 3 N - 5
507_em_76	WRONG	( 1 + 1 ) ^ { 2 } ) = 1	4 \times 4 + 4 + 4
27_em_118	WRONG	\sqrt [ 5 ] { 5 5 }	\sqrt { 3 2 } + \sqrt { 3 2 }
23_em_54	WRONG	u _ { 0 } = 0	\beta _ { 0 } = 1 0 0 0
26_em_95	WRONG	\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }	\sqrt { a } \sqrt { b } = \sqrt { a b }
RIT_2014_63	WRONG	a _ { 1 } = a _ { 1 }	c _ { x } c _ { x + 1 }
512_em_284	WRONG	f ( x ) = f ( x ) = 0	( 6 ) ( 6 ) ( 6 ) = 2 1 6
RIT_2014_196	WRONG	f ( x ) = \sqrt { 2 }	\int \sin ^ { 2 } x d x
RIT_2014_101	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	\frac { 1 } { 2 } ( 1 - \sqrt { \frac { \gamma } { 1 + \gamma _ { 0 } } } )
27_em_105	WRONG	a ^ { 2 } + b ^ { 2 } = ( n - 1 )	( a - 2 x ) ( a + 2 x )
518_em_416	WRONG	x _ { 1 } = x _ { 3 }	x ^ { 3 } + 8 y ^ { 3 }
RIT_2014_64	WRONG	s _ { 1 } = x _ { 2 }	a b \sin \alpha
518_em_438	WRONG	\sqrt { \frac { 1 } { z ^ { 2 } }	\frac { 2 } { \sqrt { 2 - \sqrt { 2 } } }
