Test Year: 2016
Total: 1147, Correct: 373, ExpRate: 32.52%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN_465_em_972	CORRECT	\frac { 1 } { \sqrt { 3 } }	\frac { 1 } { \sqrt { 3 } }
UN_461_em_869	WRONG	\sqrt { B _ { o } }	\sqrt { B _ { \infty } }
UN_459_em_802	CORRECT	( 1 + \sqrt { 7 } )	( 1 + \sqrt { 7 } )
UN_109_em_224	CORRECT	\frac { 1 } { \sqrt { b } }	\frac { 1 } { \sqrt { b } }
UN_105_em_108	WRONG	\cos \theta	\log \cos \theta
UN_101_em_21	CORRECT	\int d ^ { 2 } x	\int d ^ { 2 } x
UN_105_em_112	CORRECT	\pm \sqrt { - 1 }	\pm \sqrt { - 1 }
UN_461_em_866	CORRECT	4 = 1 + 1 + 1 + 1	4 = 1 + 1 + 1 + 1
UN_107_em_167	WRONG	x \geq C	x \geq c
UN_131_em_1093	CORRECT	d \geq 7	d \geq 7
UN_128_em_1017	CORRECT	\cos ^ { 2 } \theta	\cos ^ { 2 } \theta
UN_103_em_51	CORRECT	I + I I	I + I I
UN_465_em_962	CORRECT	\frac { b } { a }	\frac { b } { a }
UN_110_em_230	CORRECT	\sin ( \theta )	\sin ( \theta )
UN_460_em_832	WRONG	r \sin \theta	r \sin { \theta }
UN_111_em_258	CORRECT	B \times B	B \times B
UN_453_em_651	CORRECT	y > x	y > x
UN_132_em_1103	CORRECT	e ^ { - A } A ^ { A }	e ^ { - A } A ^ { A }
UN_122_em_491	WRONG	x _ { x _ { y } y	x x y y
UN_105_em_119	WRONG	\sqrt { 7 + 1 }	\sqrt { 7 } + 1
UN_113_em_289	CORRECT	a \neq i	a \neq i
UN_120_em_426	CORRECT	\frac { 9 } { 4 }	\frac { 9 } { 4 }
UN_117_em_365	WRONG	\log _ { \log h }	h \log h
UN_457_em_772	CORRECT	( \frac { 1 } { 8 } , \frac { 1 } { 8 } )	( \frac { 1 } { 8 } , \frac { 1 } { 8 } )
UN_102_em_41	WRONG	n \log _ { n }	n \log n
UN_463_em_908	CORRECT	k \times k	k \times k
UN_452_em_626	WRONG	c _ { a } ( X _ { a } )	c _ { a } ( x _ { a } )
UN_456_em_733	WRONG	- 1 + 3	- 1 \div 3
UN_464_em_933	WRONG	\sum _ { n _ { i } }	\sum n _ { i }
UN_110_em_232	WRONG	x _ { 1 } > 0	k ! > 0
UN_452_em_630	CORRECT	\sum \alpha = 0	\sum \alpha = 0
UN_454_em_683	CORRECT	X \rightarrow X	X \rightarrow X
UN_132_em_1108	CORRECT	e > e _ { c }	e > e _ { c }
UN_121_em_460	WRONG	( \frac { 8 } { g } , \frac { 8 } { g } )	( \frac { 8 } { 9 } , \frac { 8 } { 9 } )
UN_466_em_982	WRONG	Y _ { X } Y	Y \times Y
UN_451_em_606	CORRECT	\cos \beta _ { n }	\cos \beta _ { n }
UN_456_em_728	WRONG	X = - n + f	x = - n + f
UN_132_em_1104	WRONG	\gamma = \cos C	\gamma = \cos { c }
UN_125_em_564	WRONG	3 0 - 3 5	3 0 \div 3 5
UN_465_em_973	CORRECT	\sum 1 = \infty	\sum 1 = \infty
UN_131_em_1085	WRONG	\frac { 4 } { g }	\frac { 4 } { 9 }
UN_121_em_464	CORRECT	[ b ] \times [ b ]	[ b ] \times [ b ]
UN_120_em_428	CORRECT	( 3 3 ) ^ { 3 } ( 7 3 )	( 3 3 ) ^ { 3 } ( 7 3 )
UN_118_em_382	CORRECT	\forall a \in I	\forall a \in I
UN_101_em_12	CORRECT	\sqrt { 4 \pi }	\sqrt { 4 \pi }
UN_113_em_287	WRONG	- \sqrt { 2 } - \sqrt { 2 }	- \sqrt { 2 - \sqrt { 2 } }
UN_451_em_611	CORRECT	Y \rightarrow Y	Y \rightarrow Y
UN_460_em_826	CORRECT	a + b \sqrt { n }	a + b \sqrt { n }
UN_452_em_627	CORRECT	\sqrt { z w }	\sqrt { z w }
UN_116_em_320	CORRECT	A = 0 \div 5	A = 0 \div 5
UN_133_em_1126	WRONG	x + z	x \neq z
UN_458_em_781	WRONG	( \frac { 1 } { 2 } ) ^ { \frac { 1 } { 8 ! }	( \frac { 1 } { 2 } ) ^ { 8 } \frac { 1 } { 8 ! }
UN_129_em_1033	CORRECT	R ^ { n } + \ldots	R ^ { n } + \ldots
UN_114_em_298	WRONG	\int \sqrt { 9 . R }	\int \sqrt { g } R
UN_457_em_753	CORRECT	\sin ( \frac { \theta } { 2 } )	\sin ( \frac { \theta } { 2 } )
UN_124_em_524	CORRECT	\sqrt { \alpha + c }	\sqrt { \alpha + c }
UN_126_em_584	WRONG	\sqrt { 4 - g }	\sqrt { [ } 4 ] { - g }
UN_132_em_1106	WRONG	j \neq g	j \neq 9
UN_112_em_269	CORRECT	\int B \neq 0	\int B \neq 0
UN_121_em_456	CORRECT	v \times v	v \times v
UN_132_em_1100	WRONG	c \rightarrow \sqrt { f } c	C \rightarrow \sqrt { f } C
UN_107_em_172	WRONG	\cos k _ { X }	\cos k x
UN_133_em_1130	CORRECT	( 7 3 ) ( 3 7 ) ( 7 7 )	( 7 3 ) ( 3 7 ) ( 7 7 )
UN_134_em_1147	CORRECT	\log r _ { h }	\log r _ { h }
UN_453_em_672	CORRECT	p \geq 7	p \geq 7
UN_122_em_481	CORRECT	x + y	x + y
UN_119_em_394	CORRECT	x \geq 1	x \geq 1
UN_105_em_110	CORRECT	\int f ( x ) d x	\int f ( x ) d x
UN_132_em_1107	WRONG	A _ { n } \log _ { n }	A n \log n
UN_458_em_791	WRONG	\cos 2 y	\cos 2 \gamma
UN_464_em_946	WRONG	t = 1 = n	r = 1 \div n
UN_116_em_339	WRONG	\frac { 1 } { \sqrt { v } }	\frac { 1 } { \sqrt { V } }
UN_452_em_641	CORRECT	\sqrt { 2 + \sqrt { 2 } }	\sqrt { 2 + \sqrt { 2 } }
UN_116_em_323	WRONG	s _ { 4 } = \sum _ { 3 } \{ 3 ) \} ^ { 7 } \{ 9 3	S _ { 1 4 } = \{ 3 \} \{ 5 \} \{ 7 \} \{ 9 \}
UN_466_em_992	WRONG	| x | = | a | + | b |	| | x | | = | a | + | b |
UN_109_em_221	WRONG	\frac { \sqrt { b } ^ { b } } { b }	\sum _ { b } k _ { b }
UN_106_em_134	CORRECT	x \neq a	x \neq a
UN_462_em_890	WRONG	\sqrt { 1 0 } \sqrt { \log v }	1 0 ^ { \sqrt { N \log N } }
UN_114_em_307	WRONG	\sum d x	\sum d _ { x }
UN_102_em_31	CORRECT	\forall x \in M	\forall x \in M
UN_119_em_393	CORRECT	y \geq y _ { 1 }	y \geq y _ { 1 }
UN_456_em_742	WRONG	\theta _ { i , j , k }	\forall i , j , k
UN_458_em_785	WRONG	\int ^ { \alpha } ( x ) d x	\int \alpha ( x ) d x
UN_455_em_716	CORRECT	8 . 0 7 7 7	8 . 0 7 7 7
UN_460_em_843	WRONG	[ x _ { 2 } ] - [ X _ { 1 } ]	[ x _ { 2 } ] - [ x _ { 1 } ]
UN_119_em_400	CORRECT	6 \times 6	6 \times 6
UN_459_em_817	CORRECT	\int p _ { i } d x _ { i }	\int p _ { i } d x _ { i }
UN_119_em_407	CORRECT	L \sin \theta	L \sin \theta
UN_119_em_402	CORRECT	\frac { 1 6 } { 3 \sqrt { 3 } }	\frac { 1 6 } { 3 \sqrt { 3 } }
UN_107_em_150	CORRECT	\cos ( a )	\cos ( a )
UN_111_em_255	WRONG	n ^ { 1 } \times n !	n ! \times n !
UN_131_em_1078	WRONG	\log _ { \sin q } |	\log | \sin q |
UN_120_em_420	CORRECT	[ a ] \times [ b ]	[ a ] \times [ b ]
UN_111_em_250	WRONG	n \times n	n { \times } n
UN_113_em_291	WRONG	\sin ( n x )	\sin ( x )
UN_127_em_591	CORRECT	\int \int d z d w	\int \int d z d w
UN_457_em_761	CORRECT	A = F + A F	A = F + A F
UN_124_em_523	CORRECT	\sum _ { a } p _ { a }	\sum _ { a } p _ { a }
UN_101_em_20	CORRECT	x \geq X	x \geq X
UN_456_em_745	CORRECT	\sqrt { t } = \sqrt { x - 4 }	\sqrt { t } = \sqrt { x - 4 }
UN_125_em_543	CORRECT	\tan ( \pi z )	\tan ( \pi z )
UN_107_em_158	WRONG	\sum _ { n } \int d \alpha	\sum _ { n } \int d x
UN_461_em_867	CORRECT	\sqrt { x - 4 }	\sqrt { x - 4 }
UN_102_em_27	WRONG	( \frac { 1 } { 9 } , \frac { 9 } { 9 } )	( \frac { 1 } { 9 } , \frac { 1 } { 9 } )
UN_131_em_1088	CORRECT	2 . 4 \times 1 . 2	2 . 4 \times 1 . 2
UN_466_em_979	WRONG	w = c \cos \beta	w = \tan \beta
UN_130_em_1051	WRONG	\int \limits _ { 0 } ^ { \infty } d x ^ { 7 }	\int _ { - \infty } ^ { \infty } d x ^ { 1 }
UN_107_em_157	WRONG	\sqrt { 3 + 3 }	\sqrt { 3 \pm \sqrt { 3 } }
UN_105_em_117	CORRECT	\sum _ { a } X _ { a }	\sum _ { a } X _ { a }
UN_125_em_559	WRONG	1 0 = 3 0	1 0 \div 3 0
UN_117_em_364	WRONG	\int e ^ { \int e _ { l } }	\int e R ( e )
UN_453_em_664	WRONG	\lim _ { m } \theta \geq 9	\tan \theta \geq 0
UN_116_em_324	WRONG	6 _ { 1 } 8 _ { 2 } 8 3 6 _ { 4 }	b _ { 1 } b _ { 2 } b _ { 3 } b _ { 4 }
UN_464_em_949	CORRECT	\pi _ { 0 } \pi _ { 0 } \pi _ { 0 }	\pi _ { 0 } \pi _ { 0 } \pi _ { 0 }
UN_133_em_1119	CORRECT	p ^ { k } x ^ { k }	p ^ { k } x ^ { k }
UN_456_em_730	WRONG	- \sqrt { 3 . 0 } ^ { 3 } - \sqrt { 3 } ^ { 3 }	\{ - \sqrt { 3 } , 0 , \sqrt { 3 } \}
UN_465_em_956	WRONG	\sqrt { \Delta ^ { m } }	\sqrt { \Delta m }
UN_124_em_530	WRONG	1 8 \times 1 6	1 . 8 \times 1 . 6
UN_460_em_830	WRONG	\sqrt { \frac { i } { 1 }	\sqrt { \frac { 1 1 } { 1 0 } }
UN_112_em_276	CORRECT	\log p _ { 0 }	\log p _ { 0 }
UN_121_em_455	CORRECT	\int a = s \int b	\int a = s \int b
UN_104_em_80	WRONG	\frac { h } { 2 } \log _ { h }	\frac h 2 \log h
UN_454_em_689	WRONG	p _ { x } b = - x	P x P = - x
UN_453_em_673	WRONG	\int \sum _ { n } ^ { \infty } f _ { n } = s	\int \sum _ { a } A ^ { a } = 0
UN_133_em_1125	CORRECT	\frac { 4 } { 1 3 5 } \sqrt { 5 }	\frac { 4 } { 1 3 5 } \sqrt { 5 }
UN_462_em_884	WRONG	\sum s = S	\sum S S = S
UN_460_em_834	WRONG	0 5 4 \div 1 . 2 8	0 . 5 4 \div 1 . 2 8
UN_452_em_637	CORRECT	\sqrt { 1 + x }	\sqrt { 1 + x }
UN_120_em_433	CORRECT	u \times u	u \times u
UN_105_em_101	WRONG	- x _ { q }	- x _ { 9 }
UN_116_em_318	CORRECT	\int d ^ { 4 } x c	\int d ^ { 4 } x c
UN_103_em_64	WRONG	\int d _ { 1 0 } ^ { x }	\int d ^ { 1 0 } x
UN_124_em_519	WRONG	\frac { 1 } { \sqrt { \beta } }	\frac { 1 } { \sqrt { B } }
UN_105_em_105	WRONG	p = 1 \cdot m	p = 1 \div m
UN_464_em_928	WRONG	\log _ { t } \frac { T } { E }	\frac { T } { L } \log \frac { T } { L }
UN_118_em_373	CORRECT	\log ( z \log z )	\log ( z \log z )
UN_102_em_28	WRONG	7 g \in G	\exists g \in G
UN_120_em_421	CORRECT	\frac { 1 } { 2 \pi } \int F	\frac { 1 } { 2 \pi } \int F
UN_454_em_681	WRONG	v _ { x } V _ { y } V _ { z }	v _ { x } v _ { y } v _ { z }
UN_455_em_709	CORRECT	p _ { y } = p _ { y } ( y )	p _ { y } = p _ { y } ( y )
UN_124_em_536	WRONG	\int d ^ { p } x \sqrt { q }	\int d ^ { p } x \sqrt { g }
UN_126_em_574	CORRECT	\log ( 1 - x )	\log ( 1 - x )
UN_452_em_649	WRONG	\int d x ^ { 1 } d y	\int d x ^ { 1 } d y ^ { 1 }
UN_114_em_310	CORRECT	x > b	x > b
UN_104_em_77	WRONG	a ( t _ { i } ( n ) ) = n	a ( t _ { i } ( n ) ) \div n
UN_463_em_902	WRONG	w _ { \infty }	w _ { \infty } ^ { \infty }
UN_121_em_463	WRONG	\int _ { d y } f ( y ) = 1	\int d y f ( y ) = 1
UN_461_em_870	WRONG	E = \tan a	E = \tan { \alpha }
UN_462_em_881	WRONG	a ^ { a ^ { a _ { a } }	a ^ { a } _ { a a }
UN_125_em_554	CORRECT	\sin \theta = 1	\sin \theta = 1
UN_116_em_338	WRONG	x ^ { 2 } \log _ { x }	x ^ { 2 } \log x
UN_116_em_335	WRONG	\frac { 1 } { x }	\frac 1 x
UN_460_em_844	WRONG	4 8 / ( 1 7 / 3 1 )	4 8 ! / ( 1 7 ! 3 1 ! )
UN_108_em_191	CORRECT	\alpha = 1 \div 4	\alpha = 1 \div 4
UN_125_em_555	CORRECT	- \sqrt { 2 ( 2 + \sqrt { 2 } ) }	- \sqrt { 2 ( 2 + \sqrt { 2 } ) }
UN_131_em_1086	CORRECT	- \sqrt { 2 + \sqrt { 2 } }	- \sqrt { 2 + \sqrt { 2 } }
UN_104_em_91	WRONG	( - \log x ) - \log y )	( - \log x , - \log y )
UN_456_em_731	CORRECT	y _ { 0 } y _ { 1 } = y _ { 2 } y _ { 3 }	y _ { 0 } y _ { 1 } = y _ { 2 } y _ { 3 }
UN_454_em_694	WRONG	y = 2 \sin \frac { z } { 2 }	y = 2 \sin \frac { \theta } { 2 }
UN_109_em_205	CORRECT	\int ( B + F )	\int ( B + F )
UN_133_em_1118	CORRECT	i = 1 \div N	i = 1 \div N
UN_452_em_628	CORRECT	\frac { 7 } { 1 6 } + 6	\frac { 7 } { 1 6 } + 6
UN_128_em_1007	WRONG	\frac { 1 } { 3 } ( \frac { 3 } { 4 } ) ^ { 3 }	\frac { 1 } { 3 ! } ( \frac { 3 \sqrt { 3 } } { 4 } ) ^ { 3 }
UN_126_em_570	WRONG	\cos ( \frac { n } { R } )	\cos ( \frac { n } { R } X )
UN_129_em_1043	WRONG	\int P d x = 1	\int p d x = 1
UN_458_em_786	WRONG	x ^ { 6 + \ldots }	x ^ { 6 } + \ldots
UN_101_em_3	CORRECT	2 \cos \alpha	2 \cos \alpha
UN_108_em_175	WRONG	\int _ { 0 } ^ { 1 } d y ( y )	\int _ { 0 } ^ { 1 } d y X ( y )
UN_452_em_647	CORRECT	h = \tan \phi	h = \tan \phi
UN_463_em_916	CORRECT	A ( t ) = \sin ( t )	A ( t ) = \sin ( t )
UN_129_em_1040	CORRECT	\frac { 2 n } { n + 1 }	\frac { 2 n } { n + 1 }
UN_453_em_654	CORRECT	2 c = \sqrt { 6 } - \sqrt { 3 }	2 c = \sqrt { 6 } - \sqrt { 3 }
UN_118_em_385	CORRECT	8 \times 8 \times 2 8	8 \times 8 \times 2 8
UN_122_em_476	WRONG	\int _ { 0 } ^ { d x } \sqrt { g }	\int d ^ { d } x \sqrt { g }
UN_106_em_128	WRONG	X > X _ { 0 }	x > x _ { o }
UN_112_em_274	CORRECT	\tan \theta < 0	\tan \theta < 0
UN_120_em_435	CORRECT	\sin ^ { 2 } \theta	\sin ^ { 2 } \theta
UN_456_em_734	CORRECT	6 9 6 7 2 9 6 0 0	6 9 6 7 2 9 6 0 0
UN_463_em_920	WRONG	f _ { 0 } > f \geq f _ { 1 }	f _ { 0 } > f > f _ { 1 }
UN_131_em_1096	WRONG	8 + \infty	\infty + \infty
UN_128_em_1005	CORRECT	f ( R ) = \tan R	f ( R ) = \tan R
UN_101_em_16	CORRECT	\sin z = \beta	\sin z = \beta
UN_464_em_936	WRONG	\frac { 1 } { 2 } \int c ^ { 1 } c ^ { 2 }	\frac { 1 } { 2 } \int C ^ { 1 } C ^ { 2 }
UN_466_em_996	WRONG	\sqrt { 1 + r } ^ { m a }	\sqrt { 1 + r m _ { a } }
UN_454_em_691	WRONG	d x _ { 0 } d x _ { 1 } d x _ { 8 }	d x _ { 6 } d x _ { 7 } d x _ { 8 }
UN_459_em_824	WRONG	\int d ^ { 4 } x \leq g ^ { R }	\int d ^ { 4 } x \sqrt { - g } R
UN_122_em_492	WRONG	q = \frac { \sqrt { 1 } } { 2 }	q = \frac { \sqrt { d } } { 2 }
UN_454_em_677	CORRECT	| x + y | \geq | x |	| x + y | \geq | x |
UN_128_em_1015	CORRECT	n m a x = \infty	n m a x = \infty
UN_466_em_984	WRONG	\frac { 9 - 4 \sqrt { 3 } } { 3 }	\frac { 9 - 4 \sqrt { 3 } } { 3 3 }
UN_453_em_657	WRONG	[ 2 ] x [ x ] x [ e ]	[ a ] \times [ a ] \times [ b ]
UN_118_em_376	WRONG	n ( n - 1 ) ( n - 2 )	n ( n - 1 ) ( n - 2 ) \ldots
UN_457_em_765	WRONG	[ x ] + [ y ] + [ z ]	[ x ] { + } [ y ] { + } [ z ]
UN_123_em_497	WRONG	p _ { \lambda } M _ { \infty } p _ { x }	P _ { \lambda } H _ { \Delta } P _ { \lambda }
UN_453_em_667	CORRECT	\frac { x } { x }	\frac { x } { x }
UN_453_em_674	WRONG	\beta \rightarrow t _ { m } \theta	B \rightarrow \tan \theta
UN_134_em_1145	CORRECT	\sqrt { 3 + \sqrt { 3 } }	\sqrt { 3 + \sqrt { 3 } }
UN_456_em_725	WRONG	X = X _ { 4 } + X	x = x _ { 4 } + x
UN_465_em_958	CORRECT	x + x ^ { t }	x + x ^ { t }
UN_455_em_703	CORRECT	- 3 + 4 \sqrt { n }	- 3 + 4 \sqrt { n }
UN_133_em_1120	WRONG	| x y | = | x | y |	| x y | = | x | | y |
UN_464_em_930	WRONG	y \neq a _ { X }	y \neq a x
UN_459_em_815	WRONG	2 ( y ) = 3 ( x ) = [ t ]	2 [ y ] = 3 [ x ] = [ t ]
UN_120_em_439	CORRECT	\cos x m	\cos x m
UN_125_em_562	CORRECT	\int d ^ { 2 } x A ^ { 2 } ( x )	\int d ^ { 2 } x A ^ { 2 } ( x )
UN_117_em_346	WRONG	1 = 1 0	1 \div 1 0
UN_131_em_1077	CORRECT	x _ { a } x _ { a }	x _ { a } x _ { a }
