Test Year: 2016
Total: 1147, Correct: 229, ExpRate: 19.97%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN_464_em_944	CORRECT	- \sqrt { 3 }	- \sqrt { 3 }
UN_462_em_899	CORRECT	\int d z	\int d z
UN_453_em_650	WRONG	1 + 3	1 \div 3
UN_466_em_998	WRONG	I \sqrt { u }	\pm \sqrt { u }
UN_457_em_767	WRONG	- \log 2	- \log { 2 }
UN_108_em_188	WRONG	0 . 1 7 1	0 . 7 7 7 1
UN_124_em_525	WRONG	\{ \Delta 3	\{ \infty \}
UN_130_em_1071	WRONG	\frac { g } { 8 }	\frac { 9 } { 8 }
UN_452_em_643	WRONG	h _ { y } y	h _ { y y }
UN_111_em_253	WRONG	\int c _ { 0 }	\int C _ { 6 }
UN_455_em_702	WRONG	\int a k	\int d k
UN_103_em_69	CORRECT	\int d E	\int d E
UN_123_em_509	WRONG	\frac { A } { 9 }	\frac { 7 } { 9 }
UN_116_em_326	WRONG	\int \mu _ { 1 }	\int d 1
UN_124_em_531	CORRECT	3 . 1 4	3 . 1 4
UN_452_em_644	CORRECT	\frac { 1 } { n }	\frac { 1 } { n }
UN_119_em_405	CORRECT	\int \sqrt { \gamma }	\int \sqrt { \gamma }
UN_462_em_878	WRONG	h _ { h _ { h } }	h \times h
UN_131_em_1089	CORRECT	\int d x	\int d x
UN_104_em_96	WRONG	- \log = 1	- \log E
UN_104_em_88	CORRECT	\sqrt { c _ { i } }	\sqrt { c _ { i } }
UN_123_em_510	WRONG	\int x _ { 8 }	\int X _ { 8 }
UN_114_em_303	WRONG	\int c _ { 4 }	\int C _ { 4 }
UN_457_em_757	WRONG	\int c _ { c }	\int C C
UN_120_em_419	WRONG	e _ { \log l }	l \log l
UN_129_em_1042	CORRECT	a \neq e	a \neq e
UN_121_em_467	WRONG	o + 4	0 \div 4
UN_133_em_1116	CORRECT	\pm \sqrt { 3 }	\pm \sqrt { 3 }
UN_104_em_87	CORRECT	\int \sqrt { g } R ^ { 2 }	\int \sqrt { g } R ^ { 2 }
UN_128_em_1010	WRONG	h z z	h _ { z z }
UN_461_em_858	CORRECT	7 \times 7	7 \times 7
UN_108_em_193	WRONG	T ^ { 6 } - 1	\pm \frac { 1 } { 6 }
UN_133_em_1117	CORRECT	8 \times 8	8 \times 8
UN_466_em_999	WRONG	5 9	\frac { 9 } { 5 }
UN_122_em_488	WRONG	T x _ { 3 }	+ x _ { 3 }
UN_466_em_997	WRONG	c _ { a x }	C _ { x x }
UN_123_em_507	CORRECT	6 + 6	6 + 6
UN_125_em_557	CORRECT	\sqrt { - 1 }	\sqrt { - 1 }
UN_120_em_434	WRONG	\sqrt { \theta } ^ { a }	\sqrt { \theta } a
UN_130_em_1069	WRONG	p = \sum p	P = \sum p
UN_109_em_219	WRONG	\int _ { c } f	\int d f
UN_131_em_1082	WRONG	\frac { \theta } { \theta }	\frac { 0 } { 0 }
UN_460_em_836	WRONG	o ^ { 6 0 }	\sigma \sigma \sigma
UN_119_em_413	CORRECT	\frac { 7 } { 6 }	\frac { 7 } { 6 }
UN_453_em_659	CORRECT	\sqrt { - n }	\sqrt { - n }
UN_453_em_670	CORRECT	\frac { 1 } { c }	\frac { 1 } { c }
UN_460_em_831	CORRECT	7 + 7	7 + 7
UN_459_em_807	WRONG	\int c _ { p }	\int C _ { p }
UN_106_em_125	WRONG	\int A m	\int A _ { m }
UN_108_em_181	CORRECT	\sqrt { 3 } ( \sqrt { 2 } )	\sqrt { 3 } ( \sqrt { 2 } )
UN_125_em_551	CORRECT	\sqrt { 8 \pi }	\sqrt { 8 \pi }
UN_466_em_976	WRONG	\sqrt { y } ^ { y }	\sqrt { y } \log { y }
UN_464_em_925	WRONG	n _ { 0 }	n \neq 8
UN_120_em_425	CORRECT	x - y	x - y
UN_102_em_29	WRONG	\int H 3	\int H _ { 3 }
UN_105_em_122	CORRECT	T ^ { 4 }	T ^ { 4 }
UN_451_em_622	CORRECT	n \geq 9	n \geq 9
UN_462_em_879	CORRECT	\frac { 1 } { 3 ! }	\frac { 1 } { 3 ! }
UN_127_em_597	WRONG	9 \times 9	9 x 9
UN_455_em_714	CORRECT	\frac { 1 } { \sqrt { l } }	\frac { 1 } { \sqrt { l } }
UN_102_em_35	WRONG	x _ { l }	\frac { l } { x }
UN_133_em_1135	CORRECT	\sin k x	\sin k x
UN_116_em_341	CORRECT	y = y ( x )	y = y ( x )
UN_454_em_688	WRONG	\sum p i	\sum p _ { i }
UN_464_em_934	CORRECT	\sin ( t )	\sin ( t )
UN_116_em_333	WRONG	\sqrt { - S _ { c } }	\sqrt { - \Delta c }
UN_461_em_855	WRONG	\sqrt { \beta } ^ { l t }	\sqrt { \beta } H
UN_456_em_729	WRONG	- 9 . 7 8	- 9 . 7 7 8
UN_457_em_769	CORRECT	\sqrt { 1 + y }	\sqrt { 1 + y }
UN_107_em_153	CORRECT	x - y	x - y
UN_129_em_1032	WRONG	( \log y / y	( \log y ) / y
UN_116_em_334	WRONG	\lim _ { \phi } = b	\tan \phi = b
UN_123_em_513	WRONG	n x _ { A }	A \times A
UN_105_em_121	WRONG	e + 3	e _ { + 3 }
UN_112_em_282	WRONG	8 \times 8	8 { \times } 8
UN_459_em_808	CORRECT	v \log v	v \log v
UN_127_em_590	CORRECT	\sqrt { \frac { 1 } { 3 } }	\sqrt { \frac { 1 } { 3 } }
UN_130_em_1062	CORRECT	\int F \neq 0	\int F \neq 0
UN_462_em_895	WRONG	x y _ { y }	x \neq y
UN_118_em_386	WRONG	- 0 . 9 8	- 0 . 9 8 8
UN_461_em_857	CORRECT	n \geq 8	n \geq 8
UN_460_em_845	WRONG	\sqrt { + x }	\sqrt { 1 - x }
UN_118_em_377	WRONG	a x _ { a }	a \times a
UN_104_em_93	CORRECT	\sqrt { i z }	\sqrt { i z }
UN_123_em_508	WRONG	H \alpha E \alpha	7 _ { \alpha } 7 _ { \alpha }
UN_106_em_131	CORRECT	b \in T	b \in T
UN_105_em_120	CORRECT	y \geq x	y \geq x
UN_125_em_550	WRONG	p _ { p } ( k )	\exists p ( k )
UN_102_em_30	WRONG	\pi c \cdot c	+ c . c
UN_455_em_701	WRONG	\int f _ { g } = \int y f	\int f g = \int g f
UN_102_em_32	CORRECT	( 3 . 1 . 5 )	( 3 . 1 . 5 )
UN_129_em_1035	CORRECT	\tan 2 \theta	\tan 2 \theta
UN_465_em_950	WRONG	f \times j	f \times f
UN_452_em_631	WRONG	x + y	x \rightarrow y
UN_458_em_798	WRONG	x _ { X }	X \times X
UN_121_em_466	CORRECT	x + h	x + h
UN_455_em_706	WRONG	( 2 . 7 )	( 2 . 7 . 1 )
UN_130_em_1054	WRONG	\cos ( \alpha ) ^ { \alpha }	\cos ( \alpha )
UN_457_em_752	CORRECT	s \neq t	s \neq t
UN_108_em_180	CORRECT	x ^ { a } y ^ { a }	x ^ { a } y ^ { a }
UN_451_em_620	WRONG	T ^ { 2 } ( - 2 )	+ 2 ( - 2 )
UN_107_em_159	CORRECT	2 \log b	2 \log b
UN_454_em_698	WRONG	( 1 + a )	( 1 \div a )
UN_465_em_972	CORRECT	\frac { 1 } { \sqrt { 3 } }	\frac { 1 } { \sqrt { 3 } }
UN_461_em_869	CORRECT	\sqrt { B _ { \infty } }	\sqrt { B _ { \infty } }
UN_459_em_802	WRONG	( 1 + 5 7 )	( 1 + \sqrt { 7 } )
UN_109_em_224	CORRECT	\frac { 1 } { \sqrt { b } }	\frac { 1 } { \sqrt { b } }
UN_105_em_108	CORRECT	\log \cos \theta	\log \cos \theta
UN_101_em_21	CORRECT	\int d ^ { 2 } x	\int d ^ { 2 } x
UN_105_em_112	WRONG	T \sqrt { - 1 }	\pm \sqrt { - 1 }
UN_461_em_866	CORRECT	4 = 1 + 1 + 1 + 1	4 = 1 + 1 + 1 + 1
UN_107_em_167	WRONG	x ^ { 7 } c	x \geq c
UN_131_em_1093	WRONG	d 3 7	d \geq 7
UN_128_em_1017	CORRECT	\cos ^ { 2 } \theta	\cos ^ { 2 } \theta
UN_103_em_51	WRONG	E T F I	I + I I
UN_465_em_962	CORRECT	\frac { b } { a }	\frac { b } { a }
UN_110_em_230	CORRECT	\sin ( \theta )	\sin ( \theta )
UN_460_em_832	WRONG	r \int m \theta	r \sin { \theta }
UN_111_em_258	CORRECT	B \times B	B \times B
UN_453_em_651	WRONG	y > 0 c	y > x
UN_132_em_1103	CORRECT	e ^ { - A } A ^ { A }	e ^ { - A } A ^ { A }
UN_122_em_491	WRONG	x _ { x } ^ { y }	x x y y
UN_105_em_119	WRONG	\sqrt { 7 + 1 }	\sqrt { 7 } + 1
UN_113_em_289	CORRECT	a \neq i	a \neq i
UN_120_em_426	WRONG	\frac { g } { 4 }	\frac { 9 } { 4 }
UN_117_em_365	WRONG	h \log l	h \log h
UN_457_em_772	WRONG	( \frac { 1 } { 0 } , \frac { 1 } { 8 } )	( \frac { 1 } { 8 } , \frac { 1 } { 8 } )
UN_102_em_41	CORRECT	n \log n	n \log n
UN_463_em_908	CORRECT	k \times k	k \times k
UN_452_em_626	CORRECT	c _ { a } ( x _ { a } )	c _ { a } ( x _ { a } )
UN_456_em_733	WRONG	- 1 3	- 1 \div 3
UN_464_em_933	WRONG	\sum _ { i }	\sum n _ { i }
UN_110_em_232	WRONG	x ^ { 1 } > 0	k ! > 0
UN_452_em_630	CORRECT	\sum \alpha = 0	\sum \alpha = 0
UN_454_em_683	WRONG	F 3 x	X \rightarrow X
UN_132_em_1108	WRONG	e _ { e _ { c } }	e > e _ { c }
UN_121_em_460	WRONG	( \frac { \Delta } { g } , \frac { \alpha } { g } )	( \frac { 8 } { 9 } , \frac { 8 } { 9 } )
UN_466_em_982	WRONG	y _ { x } ^ { y }	Y \times Y
UN_451_em_606	CORRECT	\cos \beta _ { n }	\cos \beta _ { n }
UN_456_em_728	WRONG	X = - n + f	x = - n + f
UN_132_em_1104	WRONG	\gamma = \cos c	\gamma = \cos { c }
UN_125_em_564	WRONG	3 0 3 5	3 0 \div 3 5
UN_465_em_973	CORRECT	\sum 1 = \infty	\sum 1 = \infty
UN_131_em_1085	WRONG	\frac { 4 } { g }	\frac { 4 } { 9 }
UN_121_em_464	CORRECT	[ b ] \times [ b ]	[ b ] \times [ b ]
UN_120_em_428	CORRECT	( 3 3 ) ^ { 3 } ( 7 3 )	( 3 3 ) ^ { 3 } ( 7 3 )
UN_118_em_382	WRONG	V a \in I	\forall a \in I
UN_101_em_12	CORRECT	\sqrt { 4 \pi }	\sqrt { 4 \pi }
UN_113_em_287	WRONG	- \sqrt { 2 . \sqrt { 2 } }	- \sqrt { 2 - \sqrt { 2 } }
UN_451_em_611	WRONG	y \rightarrow Y	Y \rightarrow Y
UN_460_em_826	CORRECT	a + b \sqrt { n }	a + b \sqrt { n }
UN_452_em_627	CORRECT	\sqrt { z w }	\sqrt { z w }
UN_116_em_320	WRONG	A = 0 5	A = 0 \div 5
UN_133_em_1126	WRONG	x + z	x \neq z
UN_458_em_781	WRONG	( \frac { 1 } { 2 } ) + \frac { s } { 8 ! }	( \frac { 1 } { 2 } ) ^ { 8 } \frac { 1 } { 8 ! }
UN_129_em_1033	WRONG	R ^ { n } + n	R ^ { n } + \ldots
UN_114_em_298	WRONG	\int \sqrt { s } ^ { R }	\int \sqrt { g } R
UN_457_em_753	CORRECT	\sin ( \frac { \theta } { 2 } )	\sin ( \frac { \theta } { 2 } )
UN_124_em_524	CORRECT	\sqrt { \alpha + c }	\sqrt { \alpha + c }
UN_126_em_584	WRONG	\sqrt { 4 - g }	\sqrt { [ } 4 ] { - g }
UN_132_em_1106	WRONG	j \neq \phi	j \neq 9
UN_112_em_269	WRONG	\int B _ { o }	\int B \neq 0
UN_121_em_456	WRONG	v _ { x } b	v \times v
UN_132_em_1100	WRONG	c \rightarrow \sqrt { f } c	C \rightarrow \sqrt { f } C
UN_107_em_172	WRONG	\cos d x	\cos k x
UN_133_em_1130	CORRECT	( 7 3 ) ( 3 7 ) ( 7 7 )	( 7 3 ) ( 3 7 ) ( 7 7 )
UN_134_em_1147	WRONG	\log r h	\log r _ { h }
UN_453_em_672	CORRECT	p \geq 7	p \geq 7
UN_122_em_481	CORRECT	x + y	x + y
UN_119_em_394	CORRECT	x \geq 1	x \geq 1
UN_105_em_110	CORRECT	\int f ( x ) d x	\int f ( x ) d x
UN_132_em_1107	WRONG	A _ { n } \log _ { n }	A n \log n
UN_458_em_791	WRONG	\cos 2 x	\cos 2 \gamma
UN_464_em_946	WRONG	r ^ { 1 1 } n	r = 1 \div n
UN_116_em_339	WRONG	\frac { 1 } { \sqrt { u } }	\frac { 1 } { \sqrt { V } }
UN_452_em_641	WRONG	\sqrt { 2 + \sqrt { 2 } } { 2 }	\sqrt { 2 + \sqrt { 2 } }
UN_116_em_323	WRONG	S _ { 1 } ^ { 4 } = ( 3 \} \} ) \} ^ { 4 } \{ g \{ g	S _ { 1 4 } = \{ 3 \} \{ 5 \} \{ 7 \} \{ 9 \}
UN_466_em_992	WRONG	( x | = | a | + 1 b |	| | x | | = | a | + | b |
UN_109_em_221	WRONG	\frac { b } { b } z _ { b } }	\sum _ { b } k _ { b }
UN_106_em_134	CORRECT	x \neq a	x \neq a
UN_462_em_890	WRONG	1 0 \sqrt { N } ^ { N }	1 0 ^ { \sqrt { N \log N } }
UN_114_em_307	WRONG	\sum d x	\sum d _ { x }
UN_102_em_31	CORRECT	\forall x \in M	\forall x \in M
UN_119_em_393	CORRECT	y \geq y _ { 1 }	y \geq y _ { 1 }
UN_456_em_742	WRONG	k _ { i , j , k }	\forall i , j , k
UN_458_em_785	CORRECT	\int \alpha ( x ) d x	\int \alpha ( x ) d x
UN_455_em_716	CORRECT	8 . 0 7 7 7	8 . 0 7 7 7
UN_460_em_843	WRONG	[ x _ { 2 } ] - [ x ]	[ x _ { 2 } ] - [ x _ { 1 } ]
UN_119_em_400	CORRECT	6 \times 6	6 \times 6
UN_459_em_817	WRONG	\int p _ { i } \cdot d x _ { i }	\int p _ { i } d x _ { i }
UN_119_em_407	CORRECT	L \sin \theta	L \sin \theta
UN_119_em_402	CORRECT	\frac { 1 6 } { 3 \sqrt { 3 } }	\frac { 1 6 } { 3 \sqrt { 3 } }
UN_107_em_150	CORRECT	\cos ( a )	\cos ( a )
UN_111_em_255	WRONG	n ! n !	n ! \times n !
UN_131_em_1078	WRONG	\log | \sin 9 1	\log | \sin q |
UN_120_em_420	WRONG	[ a ] x [ b ]	[ a ] \times [ b ]
UN_111_em_250	WRONG	n x _ { n }	n { \times } n
UN_113_em_291	CORRECT	\sin ( x )	\sin ( x )
UN_127_em_591	WRONG	\int \int z d w	\int \int d z d w
UN_457_em_761	WRONG	A = F + \Delta E	A = F + A F
UN_124_em_523	WRONG	\sum _ { a } P _ { a }	\sum _ { a } p _ { a }
UN_101_em_20	WRONG	x \geq x	x \geq X
UN_456_em_745	WRONG	F _ { t } = \sqrt { x - 4 }	\sqrt { t } = \sqrt { x - 4 }
UN_125_em_543	WRONG	\tan ( \pi 2 )	\tan ( \pi z )
UN_107_em_158	WRONG	\sum _ { n } \int d z	\sum _ { n } \int d x
UN_461_em_867	CORRECT	\sqrt { x - 4 }	\sqrt { x - 4 }
UN_102_em_27	WRONG	( \frac { 1 } { s } - \frac { 1 } { 9 } )	( \frac { 1 } { 9 } , \frac { 1 } { 9 } )
UN_131_em_1088	CORRECT	2 . 4 \times 1 . 2	2 . 4 \times 1 . 2
UN_466_em_979	CORRECT	w = \tan \beta	w = \tan \beta
UN_130_em_1051	WRONG	\int \limits _ { 0 } ^ { \infty } d x ^ { 7 } }	\int _ { - \infty } ^ { \infty } d x ^ { 1 }
UN_107_em_157	WRONG	\sqrt { 3 \pm 3 }	\sqrt { 3 \pm \sqrt { 3 } }
UN_105_em_117	WRONG	\sum _ { a } x _ { a }	\sum _ { a } X _ { a }
UN_125_em_559	WRONG	1 0 \leq 3 0	1 0 \div 3 0
UN_117_em_364	WRONG	( e _ { R } ^ { a } )	\int e R ( e )
UN_453_em_664	WRONG	t _ { \theta } \geq 0	\tan \theta \geq 0
UN_116_em_324	WRONG	6 _ { 1 } 8 _ { 2 } 6 3 6 _ { 4 }	b _ { 1 } b _ { 2 } b _ { 3 } b _ { 4 }
UN_464_em_949	WRONG	\frac { 1 } { \theta _ { 0 } } { 1 0 }	\pi _ { 0 } \pi _ { 0 } \pi _ { 0 }
UN_133_em_1119	WRONG	p _ { k } X ^ { k }	p ^ { k } x ^ { k }
UN_456_em_730	WRONG	- \sqrt { 3 . 0 } ^ { 3 } + 4 ^ { 4 }	\{ - \sqrt { 3 } , 0 , \sqrt { 3 } \}
UN_465_em_956	WRONG	\sqrt { \Delta } ^ { m }	\sqrt { \Delta m }
UN_124_em_530	WRONG	1 . 8 1 . 6	1 . 8 \times 1 . 6
UN_460_em_830	WRONG	\sqrt { o } ^ { T + 1 }	\sqrt { \frac { 1 1 } { 1 0 } }
UN_112_em_276	CORRECT	\log p _ { 0 }	\log p _ { 0 }
UN_121_em_455	WRONG	\int a = b / b	\int a = s \int b
UN_104_em_80	WRONG	\frac { h } { 2 } \log _ { h }	\frac h 2 \log h
UN_454_em_689	WRONG	p r b = - 7	P x P = - x
UN_453_em_673	WRONG	\int \sum _ { n } \pi ^ { T } = 0	\int \sum _ { a } A ^ { a } = 0
UN_133_em_1125	CORRECT	\frac { 4 } { 1 3 5 } \sqrt { 5 }	\frac { 4 } { 1 3 5 } \sqrt { 5 }
UN_462_em_884	WRONG	\sum s = 8	\sum S S = S
UN_460_em_834	WRONG	0 . 5 4 + 1 . 2 8	0 . 5 4 \div 1 . 2 8
UN_452_em_637	CORRECT	\sqrt { 1 + x }	\sqrt { 1 + x }
UN_120_em_433	WRONG	v _ { u } u	u \times u
UN_105_em_101	WRONG	- x _ { q }	- x _ { 9 }
UN_116_em_318	WRONG	\int u ^ { u } x _ { c }	\int d ^ { 4 } x c
UN_103_em_64	WRONG	\int d ^ { b } d x	\int d ^ { 1 0 } x
UN_124_em_519	WRONG	\frac { 1 } { \sqrt { \beta } }	\frac { 1 } { \sqrt { B } }
UN_105_em_105	WRONG	p = 1 = m	p = 1 \div m
UN_464_em_928	WRONG	\frac { T _ { L + L } { L } }	\frac { T } { L } \log \frac { T } { L }
UN_118_em_373	WRONG	\log ( \log z )	\log ( z \log z )
UN_102_em_28	WRONG	7 g \in G	\exists g \in G
UN_120_em_421	WRONG	\frac { 1 } { 2 \pi \int \pi }	\frac { 1 } { 2 \pi } \int F
UN_454_em_681	WRONG	V _ { V } v _ { z } v _ { z }	v _ { x } v _ { y } v _ { z }
UN_455_em_709	WRONG	p y = p y ( y )	p _ { y } = p _ { y } ( y )
UN_124_em_536	WRONG	\int d ^ { p } x \sqrt { g } }	\int d ^ { p } x \sqrt { g }
UN_126_em_574	CORRECT	\log ( 1 - x )	\log ( 1 - x )
UN_452_em_649	WRONG	\int d x ^ { \prime } d y _ { l }	\int d x ^ { 1 } d y ^ { 1 }
UN_114_em_310	CORRECT	x > b	x > b
UN_104_em_77	WRONG	a ( t _ { i ( n ) + n ) }	a ( t _ { i } ( n ) ) \div n
UN_463_em_902	WRONG	w _ { G }	w _ { \infty } ^ { \infty }
UN_121_em_463	WRONG	\int _ { d y } f ( y ) = 1	\int d y f ( y ) = 1
UN_461_em_870	WRONG	E = \tan a	E = \tan { \alpha }
UN_462_em_881	WRONG	a ^ { 4 } a	a ^ { a } _ { a a }
UN_125_em_554	CORRECT	\sin \theta = 1	\sin \theta = 1
UN_116_em_338	CORRECT	x ^ { 2 } \log x	x ^ { 2 } \log x
UN_116_em_335	WRONG	\frac { 1 } { x }	\frac 1 x
UN_460_em_844	WRONG	4 8 / ( 1 7 ! \cdot 3 ! )	4 8 ! / ( 1 7 ! 3 1 ! )
UN_108_em_191	WRONG	\alpha = 1 4	\alpha = 1 \div 4
UN_125_em_555	WRONG	- \sqrt { 2 } ( 2 + \sqrt { 2 } )	- \sqrt { 2 ( 2 + \sqrt { 2 } ) }
UN_131_em_1086	WRONG	- \sqrt { L + \sqrt { 2 } }	- \sqrt { 2 + \sqrt { 2 } }
UN_104_em_91	WRONG	( \log _ { x } , - \log _ { y } )	( - \log x , - \log y )
UN_456_em_731	WRONG	y _ { 1 } y _ { 1 } = y _ { 2 } y _ { 3 }	y _ { 0 } y _ { 1 } = y _ { 2 } y _ { 3 }
UN_454_em_694	WRONG	y = 2 \sin \theta	y = 2 \sin \frac { \theta } { 2 }
UN_109_em_205	WRONG	\sqrt { ( B + f ) }	\int ( B + F )
UN_133_em_1118	WRONG	i = 1 + N	i = 1 \div N
UN_452_em_628	WRONG	\frac { 1 } { 1 6 + 6 }	\frac { 7 } { 1 6 } + 6
UN_128_em_1007	WRONG	\frac { 1 } { 3 ! } ( \frac { 3 } { 4 } ) ^ { 3 } }	\frac { 1 } { 3 ! } ( \frac { 3 \sqrt { 3 } } { 4 } ) ^ { 3 }
UN_126_em_570	WRONG	\cos ( \frac { n } { R } x )	\cos ( \frac { n } { R } X )
UN_129_em_1043	WRONG	\int p c x = 1	\int p d x = 1
UN_458_em_786	WRONG	x ^ { 6 } + n	x ^ { 6 } + \ldots
UN_101_em_3	CORRECT	2 \cos \alpha	2 \cos \alpha
UN_108_em_175	WRONG	\int _ { 0 } ^ { 1 } d y _ { x } ( y )	\int _ { 0 } ^ { 1 } d y X ( y )
UN_452_em_647	CORRECT	h = \tan \phi	h = \tan \phi
UN_463_em_916	CORRECT	A ( t ) = \sin ( t )	A ( t ) = \sin ( t )
UN_129_em_1040	CORRECT	\frac { 2 n } { n + 1 }	\frac { 2 n } { n + 1 }
UN_453_em_654	CORRECT	2 c = \sqrt { 6 } - \sqrt { 3 }	2 c = \sqrt { 6 } - \sqrt { 3 }
UN_118_em_385	CORRECT	8 \times 8 \times 2 8	8 \times 8 \times 2 8
UN_122_em_476	WRONG	\int \limits _ { 0 } ^ { 0 } x \sqrt { g } }	\int d ^ { d } x \sqrt { g }
UN_106_em_128	WRONG	x > x _ { 0 }	x > x _ { o }
UN_112_em_274	WRONG	\Delta _ { \theta < 0 }	\tan \theta < 0
UN_120_em_435	CORRECT	\sin ^ { 2 } \theta	\sin ^ { 2 } \theta
UN_456_em_734	CORRECT	6 9 6 7 2 9 6 0 0	6 9 6 7 2 9 6 0 0
UN_463_em_920	WRONG	f _ { 0 } > b \times 6 1	f _ { 0 } > f > f _ { 1 }
UN_131_em_1096	WRONG	\sqrt { + \infty }	\infty + \infty
UN_128_em_1005	CORRECT	f ( R ) = \tan R	f ( R ) = \tan R
UN_101_em_16	WRONG	\sin z = B	\sin z = \beta
UN_464_em_936	WRONG	\frac { 1 } { 2 } \sin ^ { 1 } c ^ { 2 } C	\frac { 1 } { 2 } \int C ^ { 1 } C ^ { 2 }
UN_466_em_996	WRONG	\sqrt { 1 + r _ { m } }	\sqrt { 1 + r m _ { a } }
UN_454_em_691	WRONG	d x _ { 0 } d _ { 1 } d _ { 7 8 }	d x _ { 6 } d x _ { 7 } d x _ { 8 }
UN_459_em_824	WRONG	\int d ^ { 4 x } f d R	\int d ^ { 4 } x \sqrt { - g } R
UN_122_em_492	WRONG	q = \frac { \sqrt { 0 } } { 2 }	q = \frac { \sqrt { d } } { 2 }
UN_454_em_677	WRONG	1 x + y | \geq | x |	| x + y | \geq | x |
UN_128_em_1015	WRONG	h _ { m a x } = s	n m a x = \infty
UN_466_em_984	CORRECT	\frac { 9 - 4 \sqrt { 3 } } { 3 3 }	\frac { 9 - 4 \sqrt { 3 } } { 3 3 }
UN_453_em_657	WRONG	[ e ^ { [ x ] } [ R ] \geq [ e ]	[ a ] \times [ a ] \times [ b ]
UN_118_em_376	WRONG	n ( n - t ) ( n - 2 ) a	n ( n - 1 ) ( n - 2 ) \ldots
UN_457_em_765	WRONG	[ x ] + [ y ] + [ z ]	[ x ] { + } [ y ] { + } [ z ]
UN_123_em_497	WRONG	P _ { M } M _ { P _ { X } }	P _ { \lambda } H _ { \Delta } P _ { \lambda }
UN_453_em_667	WRONG	\frac { x _ { c } { c } }	\frac { x } { x }
UN_453_em_674	WRONG	1 \rightarrow m _ { \theta }	B \rightarrow \tan \theta
UN_134_em_1145	WRONG	\sqrt { 3 + \sqrt { 3 }	\sqrt { 3 + \sqrt { 3 } }
UN_456_em_725	CORRECT	x = x _ { 4 } + x	x = x _ { 4 } + x
UN_465_em_958	CORRECT	x + x ^ { t }	x + x ^ { t }
UN_455_em_703	CORRECT	- 3 + 4 \sqrt { n }	- 3 + 4 \sqrt { n }
UN_133_em_1120	WRONG	| x y | = | x | y |	| x y | = | x | | y |
UN_464_em_930	CORRECT	y \neq a x	y \neq a x
UN_459_em_815	WRONG	z ( y ) = 3 ( x ] = [ t ]	2 [ y ] = 3 [ x ] = [ t ]
UN_120_em_439	CORRECT	\cos x m	\cos x m
UN_125_em_562	WRONG	\int ^ { 2 } d x ^ { 2 } A ^ { 2 } ( x )	\int d ^ { 2 } x A ^ { 2 } ( x )
UN_117_em_346	WRONG	1 + 1 0	1 \div 1 0
UN_131_em_1077	CORRECT	x _ { a } x _ { a }	x _ { a } x _ { a }
UN_119_em_409	WRONG	\sqrt { 2 } ( 2 + \sqrt { 2 } )	\sqrt { 2 ( 2 + \sqrt { 2 } ) }
UN_104_em_75	WRONG	\frac { \sqrt { 1 5 1 7 } } { 1 1 3 }	\frac { \sqrt { 1 5 1 7 } } { 1 3 }
