Test Year: 2014
Total: 985, Correct: 0, ExpRate: 0.00%
----------------------------------------
Image	Status	Prediction	GroundTruth
35_em_3	WRONG	a ^ { 2 } + b ^ { 2 }	\beta ( F )
RIT_2014_155	WRONG	1 0 ^ { 2 }	y - z
RIT_2014_231	WRONG	\sqrt { 2 }	3 \sqrt { 7 }
20_em_38	WRONG	\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }	Y _ { t + 1 }
18_em_19	WRONG	\sqrt { b ^ { 2 } - 4 a c }	y \neq x
29_em_151	WRONG	2 ^ { 2 }	P a
37_em_16	WRONG	\sqrt { b ^ { 2 } }	8 \sqrt { 5 }
27_em_108	WRONG	a ^ { 2 } + b ^ { 2 }	0 + A
RIT_2014_9	WRONG	y ^ { 2 }	\log
501_em_1	WRONG	\sqrt { \sqrt { \sqrt { b } } }	\sqrt { 5 0 }
501_em_5	WRONG	\sqrt { \sqrt { \sqrt { b } } }	\sqrt { 5 0 }
518_em_433	WRONG	\frac { 1 } { 3 }	M ^ { n }
37_em_11	WRONG	1 0 ^ { 2 }	w ^ { - 2 }
RIT_2014_156	WRONG	- y ^ { 2 }	- 1
RIT_2014_114	WRONG	\frac { \pi r ^ { 2 } h } { 2 }	i \neq 1
RIT_2014_154	WRONG	\frac { j } { i }	\frac { 1 } { 9 }
RIT_2014_89	WRONG	1 0 ^ { 2 }	r \geq 1
518_em_415	WRONG	\frac { 1 } { 1 }	l u _ { 1 }
502_em_9	WRONG	x _ { 1 } = x _ { 2 }	\beta = 1
RIT_2014_34	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	B F F S
516_em_393	WRONG	2 ^ { 2 }	N m
514_em_330	WRONG	y ^ { 2 }	k g
511_em_255	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	[ A ] A
37_em_15	WRONG	1 0 ^ { 2 }	u \geq 0
512_em_297	WRONG	a ^ { 2 } + a ^ { 2 }	a l l z
519_em_463	WRONG	\frac { 1 } { 2 }	P _ { 0 }
518_em_436	WRONG	x ^ { 2 } + y ^ { 2 }	E ( c )
36_em_38	WRONG	a ^ { 2 } + b ^ { 2 }	2 4 \pi
37_em_29	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\sum F _ { x }
RIT_2014_246	WRONG	a ^ { 2 } + b ^ { 2 }	7 5 8 8
RIT_2014_131	WRONG	\sqrt { 2 }	\sqrt { 9 1 }
516_em_383	WRONG	2 ^ { 2 } - 2 ^ { 2 }	r ( x )
18_em_16	WRONG	a ^ { 2 } a ^ { 2 }	m \geq 2
20_em_45	WRONG	\sqrt { 2 }	\sqrt { C _ { n } }
18_em_1	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 4 8 }
20_em_41	WRONG	1 0 ^ { 2 }	9 / 5
511_em_250	WRONG	2 ^ { 2 } - 1	r o t
34_em_226	WRONG	2 ^ { 2 } - 2 ^ { 2 }	t - s
34_em_227	WRONG	3 0 \times 2 9 x ^ { 2 8 }	6 5 8 8
512_em_289	WRONG	\frac { j } { i }	\frac { 1 } { 8 }
RIT_2014_311	WRONG	2 ^ { 2 } - 1	\int y d x
RIT_2014_110	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	f _ { a } ^ { 7 }
RIT_2014_285	WRONG	\frac { 4 } { 3 } \pi r ^ { 2 }	m i l l i
504_em_44	WRONG	2 ^ { 2 }	8 _ { 1 6 }
512_em_275	WRONG	u _ { m }	3 m
35_em_20	WRONG	\sqrt { 2 }	\sqrt { 3 8 }
37_em_25	WRONG	\sqrt { 2 }	\sqrt [ x ] { b }
RIT_2014_93	WRONG	2 ^ { 2 } - 2 ^ { 2 }	y > z
23_em_65	WRONG	a ^ { 2 } + b ^ { 2 }	f ( n - 1 )
RIT_2014_36	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	A + A = A
36_em_37	WRONG	x ^ { 2 } + y ^ { 2 }	- f ( - x )
512_em_288	WRONG	2 ^ { 2 }	2 m
32_em_212	WRONG	a _ { 1 } + a _ { 2 }	q - \sqrt { 2 }
RIT_2014_250	WRONG	1 0 ^ { 2 }	R _ { r l }
RIT_2014_219	WRONG	a _ { 2 }	m / q
511_em_273	WRONG	x ^ { 2 } - y ^ { 2 }	x = \beta
517_em_402	WRONG	\frac { 1 } { 1 }	\frac { p } { q }
513_em_319	WRONG	1 0 ^ { 2 }	x > A
23_em_56	WRONG	a _ { 2 } = a _ { 2 }	9 + 2
RIT_2014_118	WRONG	\frac { 2 } { 2 } \pi r ^ { 2 }	a \neq b
37_em_13	WRONG	1 0 ^ { 2 }	8 0 ^ { o }
502_em_2	WRONG	2 ^ { 2 } - 1	4 9 2
RIT_2014_76	WRONG	a ^ { 2 } - b ^ { 2 }	t \rightarrow \infty
RIT_2014_291	WRONG	2 . 8	\mu m
RIT_2014_132	WRONG	2 ^ { 2 }	1 m
RIT_2014_41	WRONG	\frac { \pi r ^ { 2 } h } { 2 }	- \sqrt { 3 }
29_em_150	WRONG	1 0 ^ { 2 }	6 0 ^ { o }
RIT_2014_65	WRONG	a ^ { 2 } + b ^ { 2 }	G \times H
506_em_59	WRONG	a ^ { 2 } + b ^ { 2 }	y \in B
31_em_189	WRONG	\sqrt { 2 }	x . y
RIT_2014_50	WRONG	\sqrt { 2 }	\sqrt { x ^ { 5 } }
36_em_44	WRONG	x ^ { 2 } - y ^ { 2 }	p \geq 1
37_em_27	WRONG	2 ^ { 2 }	\alpha , \beta
RIT_2014_269	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	B B ^ { - 1 }
RIT_2014_187	WRONG	a ^ { 2 } \pi r ^ { 2 }	1 m
518_em_423	WRONG	y ^ { 2 }	u _ { m }
37_em_7	WRONG	a ^ { 2 } - 2 ^ { 2 }	\cos 6 \theta
36_em_46	WRONG	\frac { 2 } { 2 } \pi r ^ { 2 }	x \neq 4
517_em_406	WRONG	1 0 ^ { 2 }	\sum b _ { n }
36_em_28	WRONG	2 ^ { 2 } - 2 ^ { 2 }	1 2 \div 3
36_em_47	WRONG	1 0 ^ { 2 }	7 0 ^ { o }
516_em_395	WRONG	a _ { 2 } = a _ { 2 }	n \neq 0
32_em_215	WRONG	2 ^ { 2 }	m ^ { 3 }
512_em_285	WRONG	\frac { 1 } { 3 }	X _ { n } ^ { 2 }
513_em_310	WRONG	a ^ { 2 } - b ^ { 2 }	8 + 7
505_em_52	WRONG	1 0 ^ { 2 }	o r 1
RIT_2014_82	WRONG	y ^ { 2 }	s _ { 2 }
511_em_271	WRONG	x ^ { 2 } - y ^ { 2 }	f + g
513_em_305	WRONG	a ^ { 2 } + b ^ { 2 }	\cos ( \beta )
515_em_360	WRONG	2 ^ { 2 }	C ^ { \alpha }
RIT_2014_115	WRONG	1 0 ^ { 2 }	G _ { e q }
RIT_2014_40	WRONG	x ^ { 2 } - y ^ { 2 }	c o d
509_em_90	WRONG	- \frac { 2 } { 2 }	\pm \sqrt { 6 }
RIT_2014_61	WRONG	3 0 \times 2 9 x ^ { 2 8 }	0 . 0 8 7 8
34_em_241	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\phi ( \phi ( n ) )
RIT_2014_78	WRONG	\frac { 2 } { 3 } \pi r ^ { 2 }	\pm \theta _ { 0 }
36_em_35	WRONG	x ^ { 2 } - y ^ { 2 }	z _ { 1 } z _ { 2 }
RIT_2014_277	WRONG	a _ { 2 }	m , n
RIT_2014_54	WRONG	2 ^ { 2 } - 2 ^ { 2 }	z < p
501_em_13	WRONG	2 ^ { 2 } - 1	y < y \prime
500_em_108	WRONG	x ^ { 2 } - y ^ { 2 }	s \geq 1
RIT_2014_140	WRONG	2 ^ { 2 }	\sum a _ { n }
31_em_176	WRONG	\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }	( \frac { \pi } { \sqrt { 2 } } )
35_em_1	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	E P E
35_em_10	WRONG	a ^ { 2 } + b ^ { 2 }	g _ { a b }
26_em_91	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	k [ a ^ { - 1 } ]
510_em_102	WRONG	a _ { m }	m v
515_em_368	WRONG	\frac { 1 } { 2 }	I m
506_em_60	WRONG	1 0 ^ { 2 }	b a g _ { 1 }
518_em_421	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\sum F _ { y }
32_em_214	WRONG	2 ^ { - 1 }	\int c d x
RIT_2014_275	WRONG	\sqrt { b ^ { 2 } - 4 a c }	s \neq 1
512_em_282	WRONG	\sqrt { b ^ { 2 } }	\sqrt [ 3 ] { x ^ { 2 } }
511_em_253	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	X _ { f g }
RIT_2014_169	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\beta _ { j + 1 }
23_em_71	WRONG	x ^ { - 1 }	c T ^ { \prime }
RIT_2014_99	WRONG	\frac { 1 } { 1 }	\frac { 1 } { 9 }
26_em_76	WRONG	- y ^ { 2 }	- m p
27_em_122	WRONG	\frac { \pi r ^ { 2 } h } { 2 }	\pm \sqrt [ x ] { b }
518_em_418	WRONG	a _ { 2 } = a _ { 2 }	r \times n
27_em_103	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\exists y \exists x F
32_em_206	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	[ [ S ] ]
RIT_2014_281	WRONG	a ^ { 2 } + b ^ { 2 }	1 0 0 , 0 0 0
513_em_302	WRONG	1 0 ^ { 2 }	c \geq b
RIT_2014_35	WRONG	a ^ { 2 } + a ^ { 2 }	\theta + c
512_em_291	WRONG	a _ { 2 } = a _ { 2 }	2 . 9 9 9 9
514_em_337	WRONG	1 0 ^ { 2 }	V V ^ { - 1 }
RIT_2014_261	WRONG	x ^ { 2 } - y ^ { 2 }	d \neq 0
503_em_32	WRONG	a ^ { x } - b ^ { x } + \frac { c } { 2 }	F \neq H
RIT_2014_16	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 2 } + \sqrt { 8 }
515_em_354	WRONG	2 ^ { 2 } - 2 ^ { 2 }	4 \sqrt { 3 }
516_em_376	WRONG	1 0 ^ { 2 }	2 ^ { - 4 }
34_em_248	WRONG	a ^ { 2 } + b ^ { 2 }	q _ { i } + a
37_em_28	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\sum F _ { z } = 0
RIT_2014_100	WRONG	2 ^ { 2 } - 1	a \geq b
RIT_2014_292	WRONG	- c ^ { 2 }	x - 8
34_em_245	WRONG	a _ { 2 } = a _ { 2 }	r \rightarrow \infty
34_em_228	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	- y - 5 ( 1 )
RIT_2014_271	WRONG	a ^ { 2 } \pi r ^ { 2 }	\log _ { u } N
RIT_2014_143	WRONG	\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y	| x | | y | = | x y |
32_em_216	WRONG	a x ^ { 4 } + b x + c = 0	g ( y ) - g ( x )
20_em_32	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\frac { \pi } { 3 }
501_em_16	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	N _ { X Y }
501_em_17	WRONG	x ^ { 2 } - y ^ { 2 }	\mu \pm \sigma
26_em_85	WRONG	\log _ { 2 } ( 2 ^ { 2 } )	\log _ { u } g
RIT_2014_302	WRONG	\frac { x } { a + \frac { x } { b - \frac { x } { c } } }	\pm \sqrt { \frac { 1 5 } { 1 6 } }
511_em_252	WRONG	x ^ { 2 } + y ^ { 2 }	n ( - 1 ) ^ { n }
511_em_260	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\int I d t
37_em_10	WRONG	\frac { j } { j }	\frac { X } { V }
26_em_86	WRONG	\frac { 2 } { 3 } \pi r ^ { 2 }	\log _ { a } x
RIT_2014_238	WRONG	1 0 ^ { 2 }	r ^ { - k }
503_em_25	WRONG	1 0 ^ { 2 }	\sum Y _ { i }
RIT_2014_195	WRONG	\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }	\sqrt [ m ] { \sqrt [ n ] { x } }
18_em_4	WRONG	1 0 ^ { 2 }	e ^ { - n }
32_em_221	WRONG	x ^ { 2 } - y ^ { 2 }	n \geq N
23_em_69	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	X \leq 1 5
23_em_55	WRONG	\sqrt { 2 }	\sqrt { 1 1 3 }
29_em_157	WRONG	a ^ { 2 } - b ^ { 2 }	y = y \prime
27_em_119	WRONG	a _ { 2 } = 0	6 7 7 8
35_em_5	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	E / [ E , E ]
RIT_2014_198	WRONG	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6	| x | | y | = | x y |
20_em_44	WRONG	a _ { m }	8 c m
509_em_91	WRONG	x ^ { 2 } - y ^ { 2 }	\mu < 6
36_em_42	WRONG	2 ^ { 2 } - 1	m \times p
RIT_2014_310	WRONG	1 0 ^ { 2 }	y \leq z
RIT_2014_39	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { - 4 }
RIT_2014_303	WRONG	2 ^ { 2 } - 2 ^ { 2 }	p \geq 3
514_em_333	WRONG	a _ { 2 }	\beta _ { n + 1 }
RIT_2014_125	WRONG	a _ { 2 } = a _ { 2 }	z + w
RIT_2014_53	WRONG	\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y	| a b | = | a | \cdot | b |
RIT_2014_121	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	f ( z ) = z
512_em_299	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	p ( 1 - p )
514_em_346	WRONG	2 ^ { 2 }	m ^ { 2 }
28_em_136	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\pi _ { t + 1 }
RIT_2014_280	WRONG	a _ { 1 } + a _ { 2 }	\sqrt { 9 } + \sqrt { 1 6 }
RIT_2014_270	WRONG	\sqrt { 2 } - \sqrt { 2 }	c \neq 2
28_em_146	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\frac { 1 9 9 } { 1 1 }
512_em_281	WRONG	\frac { j } { j }	\frac { p } { t }
RIT_2014_152	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	4 4 - \frac { 4 } { 4 }
518_em_432	WRONG	1 0 ^ { 2 }	q \geq 1
516_em_399	WRONG	\frac { 2 } { 5 }	\frac { 3 } { 8 }
504_em_37	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	| y _ { 2 } - y _ { 1 } |
32_em_207	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	\int - \cos \phi d \phi
23_em_50	WRONG	1 0 ^ { 2 }	d ^ { - 7 }
505_em_49	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	1 \sqrt { 7 } + 2 \sqrt { 7 }
513_em_324	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { a } + \sqrt { b }
RIT_2014_11	WRONG	\frac { 2 } { 3 } \pi r ^ { 2 }	n _ { N } = N _ { N }
35_em_19	WRONG	x _ { 1 } = x _ { 2 }	2 \div 3
26_em_79	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	- a + b + c
RIT_2014_245	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	b ^ { 3 } - 3 / 2 b
29_em_170	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	E ( t ) \leq E ( 0 )
RIT_2014_69	WRONG	\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }	\sqrt { \frac { 1 + x } { 1 - x } } = \sqrt { \frac { 1 + x } { 1 + x } \frac { 1 + x } { 1 - x } } = \frac { 1 + x } { \sqrt { 1 - x ^ { 2 } } }
RIT_2014_90	WRONG	2 ^ { 2 } - 1	m \geq 1
515_em_358	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	f ( t ) g ( t )
515_em_370	WRONG	2 ^ { 2 } - 2 ^ { 2 }	x _ { B 5 }
RIT_2014_127	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	q _ { = } q _ { 1 } q _ { 2 }
36_em_34	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	\sqrt { 2 } \sqrt { 2 } = 2
515_em_351	WRONG	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }	1 = 1 ( 1 ) ( 1 )
501_em_22	WRONG	a ^ { 2 } + b ^ { 2 }	\forall \gamma \in X
512_em_287	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	\sqrt { 1 7 } \div \sqrt { 5 }
RIT_2014_106	WRONG	3 0 \times 2 9 x ^ { 2 8 }	\sin 6 \theta
506_em_64	WRONG	a + b + c + d + e	\sqrt { 7 } + 2 \sqrt { 7 }
RIT_2014_257	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\frac { 1 1 } { 3 } \sqrt { 3 }
20_em_47	WRONG	a _ { 2 } = a _ { 2 }	5 3 9 5
RIT_2014_31	WRONG	\sqrt { b ^ { 2 } - 4 a c }	y ^ { 2 } , \sqrt { y } \cos y
RIT_2014_129	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\int _ { 2 } ^ { b } f d \alpha
23_em_73	WRONG	a ^ { 2 } \pi r ^ { 2 }	B _ { m + 1 }
RIT_2014_124	WRONG	\frac { - b - \sqrt { b ^ { 2 } - 4 a c } } { 2 a }	\pi e \sqrt { x }
RIT_2014_298	WRONG	a ^ { 2 } + b ^ { 2 }	\Delta ^ { k x }
517_em_411	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	B + B = B
31_em_178	WRONG	2 ^ { 2 } - 1	q + w
RIT_2014_17	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	P _ { 1 } P _ { 3 }
29_em_164	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	\cos \pi z
35_em_22	WRONG	a _ { 1 } + a _ { 2 }	x - \pi ( x )
506_em_61	WRONG	\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }	\sqrt { \sqrt { \sqrt { 4 ^ { 4 ! } } } }
RIT_2014_289	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	- | y | \leq y \leq | y |
RIT_2014_294	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	- | y | \leq y \leq | y |
36_em_43	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	( x ^ { \prime } , t ^ { \prime } )
513_em_308	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	[ a ] [ b ] = [ a b ]
36_em_49	WRONG	a ^ { 2 } + b ^ { 2 } = a ^ { 2 }	1 . 6 9 4 6 9 6 1
29_em_172	WRONG	x ^ { 2 } = 1	n \geq 0
512_em_295	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	a , \ldots , f
509_em_97	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	( d - 1 ) ( d + 1 )
519_em_442	WRONG	a ^ { 2 } + b ^ { 2 }	t ^ { \prime } = t
RIT_2014_102	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	m ^ { \prime } + N = [ m ^ { \prime } ]
18_em_11	WRONG	3 0 \times 2 9 x ^ { 2 8 }	q _ { t } = 2 q
518_em_427	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	\sqrt { 7 } + \sqrt { 2 8 }
37_em_20	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	0 . 9 - 0 . 9 = 0
515_em_362	WRONG	a _ { 2 } = a _ { 2 }	v \geq 0
509_em_95	WRONG	a ^ { 2 } + b ^ { 2 }	e _ { P V T }
31_em_177	WRONG	1 0 ^ { 2 }	\alpha ^ { - 1 }
RIT_2014_67	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	x + 2 + \sqrt { 3 }
26_em_93	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	4 \times 4 + 4 - 4
18_em_7	WRONG	\int \limits _ { a } ^ { a } f ( x ) d x	\sin ^ { 2 } \theta
516_em_390	WRONG	\frac { 2 } { 5 }	\frac { a } { b }
RIT_2014_153	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	\log _ { b } b ^ { x } = X
RIT_2014_228	WRONG	\frac { 2 } { 3 } \pi r ^ { 3 }	\int u ^ { 8 } \frac { d u } { 1 2 }
32_em_204	WRONG	1 3 + \pi r ^ { 2 }	\pm \sqrt { x }
510_em_107	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	\sqrt { a b } = \sqrt { a } \sqrt { b }
RIT_2014_236	WRONG	\sqrt { 2 } - \sqrt { 2 }	n \neq a
RIT_2014_296	WRONG	a _ { 2 } = a _ { 2 }	\theta + e \alpha
504_em_41	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	- j = - \sqrt { - 1 }
RIT_2014_48	WRONG	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6	q - ( q - \sqrt { 2 } ) = \sqrt { 2 }
35_em_17	WRONG	a _ { 1 } + a _ { 2 }	x ^ { 2 } + x + 1
35_em_6	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	1 5 \div 5 = 3
511_em_266	WRONG	\frac { 1 } { \frac { 1 } { 3 } }	F _ { 0 } ^ { 1 }
RIT_2014_98	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	G _ { b } = g G _ { a } g ^ { - 1 }
36_em_48	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\sum _ { k } j [ k ]
RIT_2014_5	WRONG	\sqrt { \sqrt { \sqrt { b } } }	\frac { m } { m m }
27_em_104	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	w = q _ { H } - q _ { C }
501_em_21	WRONG	x ^ { 2 } = 1	\theta \rightarrow 0
515_em_356	WRONG	x _ { 1 } = x _ { 2 }	x \rightarrow 0
RIT_2014_221	WRONG	3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }	A + B + B = A + B
