Test Year: 2014
Total: 985, Correct: 317, ExpRate: 32.18%
----------------------------------------
Image	Status	Prediction	GroundTruth
501_em_5	CORRECT	\sqrt { 5 0 }	\sqrt { 5 0 }
518_em_433	WRONG	M ^ { M }	M ^ { n }
37_em_11	WRONG	w - 2	w ^ { - 2 }
RIT_2014_156	WRONG	- A	- 1
RIT_2014_114	CORRECT	i \neq 1	i \neq 1
RIT_2014_154	WRONG	\frac { I } { q }	\frac { 1 } { 9 }
RIT_2014_89	CORRECT	r \geq 1	r \geq 1
518_em_415	WRONG	| u _ { 1 }	l u _ { 1 }
502_em_9	CORRECT	\beta = 1	\beta = 1
RIT_2014_34	WRONG	B \pm s	B F F S
516_em_393	CORRECT	N m	N m
514_em_330	CORRECT	k g	k g
511_em_255	WRONG	T A ] { V }	[ A ] A
37_em_15	CORRECT	u \geq 0	u \geq 0
512_em_297	WRONG	a ( z	a l l z
519_em_463	WRONG	p _ { 0 }	P _ { 0 }
518_em_436	CORRECT	E ( c )	E ( c )
36_em_38	WRONG	2 4 1	2 4 \pi
37_em_29	WRONG	[ F _ { x }	\sum F _ { x }
RIT_2014_246	WRONG	3 8 8	7 5 8 8
RIT_2014_131	WRONG	\sqrt { 9 9 }	\sqrt { 9 1 }
516_em_383	WRONG	v ( x )	r ( x )
18_em_16	WRONG	m \geq 2 . 2	m \geq 2
20_em_45	CORRECT	\sqrt { C _ { n } }	\sqrt { C _ { n } }
18_em_1	CORRECT	\sqrt { 4 8 }	\sqrt { 4 8 }
20_em_41	CORRECT	9 / 5	9 / 5
511_em_250	CORRECT	r o t	r o t
34_em_226	CORRECT	t - s	t - s
34_em_227	CORRECT	6 5 8 8	6 5 8 8
512_em_289	CORRECT	\frac { 1 } { 8 }	\frac { 1 } { 8 }
RIT_2014_311	CORRECT	\int y d x	\int y d x
RIT_2014_110	WRONG	f _ { 2 } ^ { a }	f _ { a } ^ { 7 }
RIT_2014_285	WRONG	m i X	m i l l i
504_em_44	WRONG	8 1 6	8 _ { 1 6 }
512_em_275	CORRECT	3 m	3 m
35_em_20	CORRECT	\sqrt { 3 8 }	\sqrt { 3 8 }
37_em_25	WRONG	\sqrt [ b ] { x }	\sqrt [ x ] { b }
RIT_2014_93	WRONG	X > z	y > z
23_em_65	CORRECT	f ( n - 1 )	f ( n - 1 )
RIT_2014_36	WRONG	X + A = A	A + A = A
36_em_37	CORRECT	- f ( - x )	- f ( - x )
512_em_288	CORRECT	2 m	2 m
32_em_212	CORRECT	q - \sqrt { 2 }	q - \sqrt { 2 }
RIT_2014_250	WRONG	r _ { r e }	R _ { r l }
RIT_2014_219	WRONG	m , q	m / q
511_em_273	CORRECT	x = \beta	x = \beta
517_em_402	WRONG	\frac { P } { q }	\frac { p } { q }
513_em_319	CORRECT	x > A	x > A
23_em_56	CORRECT	9 + 2	9 + 2
RIT_2014_118	CORRECT	a \neq b	a \neq b
37_em_13	CORRECT	8 0 ^ { o }	8 0 ^ { o }
502_em_2	CORRECT	4 9 2	4 9 2
RIT_2014_76	WRONG	t \rightarrow 8	t \rightarrow \infty
RIT_2014_291	WRONG	u m	\mu m
RIT_2014_132	WRONG	p - m	1 m
RIT_2014_41	CORRECT	- \sqrt { 3 }	- \sqrt { 3 }
29_em_150	WRONG	6 0 ^ { 0 }	6 0 ^ { o }
RIT_2014_65	WRONG	6 \times H	G \times H
506_em_59	CORRECT	y \in B	y \in B
31_em_189	CORRECT	x . y	x . y
RIT_2014_50	WRONG	\sqrt { x ^ { s } }	\sqrt { x ^ { 5 } }
36_em_44	CORRECT	p \geq 1	p \geq 1
37_em_27	CORRECT	\alpha , \beta	\alpha , \beta
RIT_2014_269	WRONG	\beta \beta ^ { - 1 }	B B ^ { - 1 }
RIT_2014_187	WRONG	p - m	1 m
518_em_423	CORRECT	u _ { m }	u _ { m }
37_em_7	CORRECT	\cos 6 \theta	\cos 6 \theta
36_em_46	CORRECT	x \neq 4	x \neq 4
517_em_406	CORRECT	\sum b _ { n }	\sum b _ { n }
36_em_28	CORRECT	1 2 \div 3	1 2 \div 3
36_em_47	WRONG	7 0 ^ { 6 }	7 0 ^ { o }
516_em_395	WRONG	n + 0	n \neq 0
32_em_215	CORRECT	m ^ { 3 }	m ^ { 3 }
512_em_285	WRONG	x _ { n } ^ { 2 }	X _ { n } ^ { 2 }
513_em_310	WRONG	v + 7	8 + 7
505_em_52	WRONG	0 r 1	o r 1
RIT_2014_82	CORRECT	s _ { 2 }	s _ { 2 }
511_em_271	WRONG	f + 8	f + g
513_em_305	CORRECT	\cos ( \beta )	\cos ( \beta )
515_em_360	WRONG	c ^ { \alpha }	C ^ { \alpha }
RIT_2014_115	CORRECT	G _ { e q }	G _ { e q }
RIT_2014_40	WRONG	\cos \cos	c o d
509_em_90	CORRECT	\pm \sqrt { 6 }	\pm \sqrt { 6 }
RIT_2014_61	CORRECT	0 . 0 8 7 8	0 . 0 8 7 8
34_em_241	WRONG	9 ( x ( n ) )	\phi ( \phi ( n ) )
RIT_2014_78	WRONG	\pi \pm \theta _ { o }	\pm \theta _ { 0 }
36_em_35	WRONG	z _ { 1 } z _ { z }	z _ { 1 } z _ { 2 }
RIT_2014_277	CORRECT	m , n	m , n
RIT_2014_54	CORRECT	z < p	z < p
501_em_13	WRONG	y < y ^ { \prime }	y < y \prime
500_em_108	WRONG	s x 7	s \geq 1
RIT_2014_140	CORRECT	\sum a _ { n }	\sum a _ { n }
31_em_176	CORRECT	( \frac { \pi } { \sqrt { 2 } } )	( \frac { \pi } { \sqrt { 2 } } )
35_em_1	WRONG	E p E	E P E
35_em_10	WRONG	g a b	g _ { a b }
26_em_91	CORRECT	k [ a ^ { - 1 } ]	k [ a ^ { - 1 } ]
510_em_102	CORRECT	m v	m v
515_em_368	WRONG	E m	I m
506_em_60	WRONG	b a y _ { 1 }	b a g _ { 1 }
518_em_421	WRONG	\sum I _ { y }	\sum F _ { y }
32_em_214	CORRECT	\int c d x	\int c d x
RIT_2014_275	CORRECT	s \neq 1	s \neq 1
512_em_282	CORRECT	\sqrt [ 3 ] { x ^ { 2 } }	\sqrt [ 3 ] { x ^ { 2 } }
511_em_253	WRONG	x _ { f g }	X _ { f g }
RIT_2014_169	WRONG	\beta _ { \beta + 1 }	\beta _ { j + 1 }
23_em_71	WRONG	a i	c T ^ { \prime }
RIT_2014_99	WRONG	\frac { 1 } { q }	\frac { 1 } { 9 }
26_em_76	WRONG	- m )	- m p
27_em_122	WRONG	\pm ^ { x } \pm \sqrt { b }	\pm \sqrt [ x ] { b }
518_em_418	CORRECT	r \times n	r \times n
27_em_103	WRONG	7 y ] { x F }	\exists y \exists x F
32_em_206	WRONG	[ E s ] ]	[ [ S ] ]
RIT_2014_281	CORRECT	1 0 0 , 0 0 0	1 0 0 , 0 0 0
513_em_302	WRONG	c x b	c \geq b
RIT_2014_35	CORRECT	\theta + c	\theta + c
512_em_291	WRONG	2 . 9 9 9	2 . 9 9 9 9
514_em_337	CORRECT	V V ^ { - 1 }	V V ^ { - 1 }
RIT_2014_261	CORRECT	d \neq 0	d \neq 0
503_em_32	CORRECT	F \neq H	F \neq H
RIT_2014_16	CORRECT	\sqrt { 2 } + \sqrt { 8 }	\sqrt { 2 } + \sqrt { 8 }
515_em_354	CORRECT	4 \sqrt { 3 }	4 \sqrt { 3 }
516_em_376	WRONG	2 ^ { i 4 }	2 ^ { - 4 }
34_em_248	WRONG	g _ { i + a }	q _ { i } + a
37_em_28	WRONG	E E _ { 2 } = 0	\sum F _ { z } = 0
RIT_2014_100	CORRECT	a \geq b	a \geq b
RIT_2014_292	WRONG	x \times 8	x - 8
34_em_245	WRONG	n \rightarrow \infty	r \rightarrow \infty
34_em_228	CORRECT	- y - 5 ( 1 )	- y - 5 ( 1 )
RIT_2014_271	WRONG	\log _ { n } V	\log _ { u } N
RIT_2014_143	WRONG	\mu | y | = \tan y |	| x | | y | = | x y |
32_em_216	CORRECT	g ( y ) - g ( x )	g ( y ) - g ( x )
20_em_32	CORRECT	\frac { \pi } { 3 }	\frac { \pi } { 3 }
501_em_16	WRONG	N \times y	N _ { X Y }
501_em_17	WRONG	v \pm 0	\mu \pm \sigma
26_em_85	WRONG	\log u q	\log _ { u } g
RIT_2014_302	WRONG	I \pm \int \frac { p } { 1 6 }	\pm \sqrt { \frac { 1 5 } { 1 6 } }
511_em_252	CORRECT	n ( - 1 ) ^ { n }	n ( - 1 ) ^ { n }
511_em_260	WRONG	\int \pm 0 | t	\int I d t
37_em_10	WRONG	\frac { x } { V }	\frac { X } { V }
26_em_86	WRONG	\log _ { a } ^ { x }	\log _ { a } x
RIT_2014_238	CORRECT	r ^ { - k }	r ^ { - k }
503_em_25	WRONG	\sum x _ { i }	\sum Y _ { i }
RIT_2014_195	WRONG	\sqrt [ n ] { \sqrt [ n ] { X } }	\sqrt [ m ] { \sqrt [ n ] { x } }
18_em_4	CORRECT	e ^ { - n }	e ^ { - n }
32_em_221	WRONG	n x ^ { N }	n \geq N
23_em_69	CORRECT	X \leq 1 5	X \leq 1 5
23_em_55	CORRECT	\sqrt { 1 1 3 }	\sqrt { 1 1 3 }
29_em_157	CORRECT	y = y \prime	y = y \prime
27_em_119	CORRECT	6 7 7 8	6 7 7 8
35_em_5	WRONG	E [ E _ { E } ]	E / [ E , E ]
RIT_2014_198	WRONG	\mu | y | \tan y |	| x | | y | = | x y |
20_em_44	WRONG	8 m m	8 c m
509_em_91	WRONG	\mu \times 6	\mu < 6
36_em_42	WRONG	m y p	m \times p
RIT_2014_310	CORRECT	y \leq z	y \leq z
RIT_2014_39	WRONG	\sqrt { T - 4 }	\sqrt { - 4 }
RIT_2014_303	CORRECT	p \geq 3	p \geq 3
514_em_333	WRONG	\beta _ { n } + 1	\beta _ { n + 1 }
RIT_2014_125	WRONG	2 + w	z + w
RIT_2014_53	WRONG	| a 6 | = | a | \cdot | \log |	| a b | = | a | \cdot | b |
RIT_2014_121	CORRECT	f ( z ) = z	f ( z ) = z
512_em_299	CORRECT	p ( 1 - p )	p ( 1 - p )
514_em_346	CORRECT	m ^ { 2 }	m ^ { 2 }
28_em_136	WRONG	\pi _ { t } + N	\pi _ { t + 1 }
RIT_2014_280	WRONG	8 9 + 8 1 6	\sqrt { 9 } + \sqrt { 1 6 }
RIT_2014_270	WRONG	C \neq 2	c \neq 2
28_em_146	WRONG	\frac { 1 9 9 } { 1 }	\frac { 1 9 9 } { 1 1 }
512_em_281	CORRECT	\frac { p } { t }	\frac { p } { t }
RIT_2014_152	CORRECT	4 4 - \frac { 4 } { 4 }	4 4 - \frac { 4 } { 4 }
518_em_432	WRONG	9 \geq 1	q \geq 1
516_em_399	CORRECT	\frac { 3 } { 8 }	\frac { 3 } { 8 }
504_em_37	CORRECT	| y _ { 2 } - y _ { 1 } |	| y _ { 2 } - y _ { 1 } |
32_em_207	CORRECT	\int - \cos \phi d \phi	\int - \cos \phi d \phi
23_em_50	CORRECT	d ^ { - 7 }	d ^ { - 7 }
505_em_49	CORRECT	1 \sqrt { 7 } + 2 \sqrt { 7 }	1 \sqrt { 7 } + 2 \sqrt { 7 }
513_em_324	WRONG	\sqrt { 9 } + \sqrt { b }	\sqrt { a } + \sqrt { b }
RIT_2014_11	WRONG	n _ { N } = y _ { u v }	n _ { N } = N _ { N }
35_em_19	WRONG	2 = 3	2 \div 3
26_em_79	WRONG	- a + b + C	- a + b + c
RIT_2014_245	WRONG	b ^ { 3 } - 3 ( 2 b	b ^ { 3 } - 3 / 2 b
29_em_170	CORRECT	E ( t ) \leq E ( 0 )	E ( t ) \leq E ( 0 )
RIT_2014_69	WRONG	\sqrt { \frac { 1 + x } { 1 - x }	\sqrt { \frac { 1 + x } { 1 - x } } = \sqrt { \frac { 1 + x } { 1 + x } \frac { 1 + x } { 1 - x } } = \frac { 1 + x } { \sqrt { 1 - x ^ { 2 } } }
RIT_2014_90	WRONG	n z |	m \geq 1
515_em_358	WRONG	f ( x ) g ( t )	f ( t ) g ( t )
515_em_370	WRONG	x B S	x _ { B 5 }
RIT_2014_127	WRONG	9 = q _ { , q _ { 2 } }	q _ { = } q _ { 1 } q _ { 2 }
36_em_34	CORRECT	\sqrt { 2 } \sqrt { 2 } = 2	\sqrt { 2 } \sqrt { 2 } = 2
515_em_351	WRONG	1 = j ( t ) ( t )	1 = 1 ( 1 ) ( 1 )
501_em_22	WRONG	\forall 8 \in X	\forall \gamma \in X
512_em_287	WRONG	\sqrt { 1 7 } = \sqrt { 5 }	\sqrt { 1 7 } \div \sqrt { 5 }
RIT_2014_106	CORRECT	\sin 6 \theta	\sin 6 \theta
506_em_64	CORRECT	\sqrt { 7 } + 2 \sqrt { 7 }	\sqrt { 7 } + 2 \sqrt { 7 }
RIT_2014_257	WRONG	\frac { 1 } { 3 } \sqrt { 3 }	\frac { 1 1 } { 3 } \sqrt { 3 }
20_em_47	CORRECT	5 3 9 5	5 3 9 5
RIT_2014_31	CORRECT	y ^ { 2 } , \sqrt { y } \cos y	y ^ { 2 } , \sqrt { y } \cos y
RIT_2014_129	CORRECT	\int _ { 2 } ^ { b } f d \alpha	\int _ { 2 } ^ { b } f d \alpha
23_em_73	WRONG	\beta _ { m + 1 }	B _ { m + 1 }
RIT_2014_124	WRONG	\pi e + x }	\pi e \sqrt { x }
RIT_2014_298	WRONG	\alpha ^ { k x }	\Delta ^ { k x }
517_em_411	WRONG	B + B - B	B + B = B
31_em_178	WRONG	\Delta + w	q + w
RIT_2014_17	WRONG	p , p _ { 3 }	P _ { 1 } P _ { 3 }
29_em_164	WRONG	\cos A z	\cos \pi z
35_em_22	WRONG	x - A ( x )	x - \pi ( x )
506_em_61	WRONG	\sqrt { 4 ^ { 4 } } \sqrt { 4 ^ { 4 } } } }	\sqrt { \sqrt { \sqrt { 4 ^ { 4 ! } } } }
RIT_2014_289	WRONG	- y | \leq y \leq 1 y )	- | y | \leq y \leq | y |
RIT_2014_294	WRONG	- y | \leq y \leq 1 y |	- | y | \leq y \leq | y |
36_em_43	WRONG	( n , t , 1 )	( x ^ { \prime } , t ^ { \prime } )
513_em_308	CORRECT	[ a ] [ b ] = [ a b ]	[ a ] [ b ] = [ a b ]
36_em_49	WRONG	1 . 6 9 4 6 9 6 !	1 . 6 9 4 6 9 6 1
29_em_172	WRONG	n 3 0	n \geq 0
512_em_295	CORRECT	a , \ldots , f	a , \ldots , f
509_em_97	CORRECT	( d - 1 ) ( d + 1 )	( d - 1 ) ( d + 1 )
519_em_442	WRONG	t ^ { \prime } = i	t ^ { \prime } = t
RIT_2014_102	WRONG	m ^ { \prime } + p = ( m ]	m ^ { \prime } + N = [ m ^ { \prime } ]
18_em_11	CORRECT	q _ { t } = 2 q	q _ { t } = 2 q
518_em_427	WRONG	\sqrt { 7 + \sqrt { 2 8 }	\sqrt { 7 } + \sqrt { 2 8 }
37_em_20	WRONG	0 . q - 0 . 9 = 0	0 . 9 - 0 . 9 = 0
515_em_362	WRONG	v 0	v \geq 0
509_em_95	WRONG	e _ { p v T }	e _ { P V T }
31_em_177	WRONG	\alpha ^ { - }	\alpha ^ { - 1 }
RIT_2014_67	WRONG	x + 2 + 8 3	x + 2 + \sqrt { 3 }
26_em_93	WRONG	4 x 4 + 4 - 4	4 \times 4 + 4 - 4
18_em_7	CORRECT	\sin ^ { 2 } \theta	\sin ^ { 2 } \theta
516_em_390	WRONG	\frac { a } { 5 }	\frac { a } { b }
RIT_2014_153	WRONG	\log _ { b } b ^ { x } = x	\log _ { b } b ^ { x } = X
RIT_2014_228	WRONG	\sqrt { \frac { 8 d u } { n } }	\int u ^ { 8 } \frac { d u } { 1 2 }
32_em_204	CORRECT	\pm \sqrt { x }	\pm \sqrt { x }
510_em_107	WRONG	\sqrt { a b } = \sqrt { a _ { 6 }	\sqrt { a b } = \sqrt { a } \sqrt { b }
RIT_2014_236	WRONG	x \neq a	n \neq a
RIT_2014_296	WRONG	\theta + a \alpha	\theta + e \alpha
504_em_41	WRONG	- j = - \sqrt { 1 }	- j = - \sqrt { - 1 }
RIT_2014_48	CORRECT	q - ( q - \sqrt { 2 } ) = \sqrt { 2 }	q - ( q - \sqrt { 2 } ) = \sqrt { 2 }
35_em_17	WRONG	x ^ { 2 } + x + L	x ^ { 2 } + x + 1
35_em_6	CORRECT	1 5 \div 5 = 3	1 5 \div 5 = 3
511_em_266	WRONG	\pm _ { 0 } ^ { 1 }	F _ { 0 } ^ { 1 }
RIT_2014_98	WRONG	E _ { b } = g r _ { 9 } y ^ { - 1 }	G _ { b } = g G _ { a } g ^ { - 1 }
36_em_48	WRONG	\sum _ { x } j [ v ]	\sum _ { k } j [ k ]
RIT_2014_5	WRONG	\frac { m } { m n }	\frac { m } { m m }
27_em_104	WRONG	a = q _ { \pi } - q e	w = q _ { H } - q _ { C }
501_em_21	CORRECT	\theta \rightarrow 0	\theta \rightarrow 0
515_em_356	CORRECT	x \rightarrow 0	x \rightarrow 0
RIT_2014_221	CORRECT	A + B + B = A + B	A + B + B = A + B
34_em_233	WRONG	f ( B ) = 2 S = f ( - 5 )	f ( 5 ) = 2 5 = f ( - 5 )
28_em_127	WRONG	x , X _ { i }	X , X _ { t }
515_em_350	CORRECT	\sin ( \beta )	\sin ( \beta )
RIT_2014_283	CORRECT	s = 2 5 8 5 7	s = 2 5 8 5 7
RIT_2014_305	CORRECT	\frac { \pi } { \alpha }	\frac { \pi } { \alpha }
18_em_5	CORRECT	\int g = \lim _ { n \rightarrow \infty } \int g _ { n }	\int g = \lim _ { n \rightarrow \infty } \int g _ { n }
RIT_2014_240	WRONG	| z - z 1 = k - z _ { 2 } |	| z - z _ { 1 } | = | z - z _ { 2 } |
RIT_2014_73	WRONG	\sum 7 , 7 3 = \sum 7 3	\{ 7 , 7 \} = \{ 7 \}
36_em_30	WRONG	\tan v _ { i }	\tan \gamma _ { i }
RIT_2014_42	WRONG	\sum \alpha \beta = \alpha \beta + \alpha \gamma + \beta	\sum \alpha \beta = \alpha \beta + \alpha \gamma + \beta \gamma
37_em_30	WRONG	f ( f ( x ) ) = g ( q ( x ) )	f ( f ( x ) ) = g ( g ( x ) )
29_em_152	CORRECT	\sqrt { - n } = i \sqrt { n }	\sqrt { - n } = i \sqrt { n }
RIT_2014_160	WRONG	\sigma _ { a ) } \theta _ { m }	\sigma _ { a } , \sigma _ { m }
RIT_2014_205	WRONG	\sigma _ { a ) } \theta _ { m }	\sigma _ { a } , \sigma _ { m }
RIT_2014_147	WRONG	( a ( b ^ { 2 } ) + ( d ^ { 3 } )	( a ( b ^ { 2 } ) ) + ( d ^ { 3 } )
23_em_64	WRONG	\log e ^ { x }	\log _ { e } x
513_em_311	CORRECT	1 0 ^ { \frac { 1 } { 1 0 } }	1 0 ^ { \frac { 1 } { 1 0 } }
504_em_46	CORRECT	e ^ { 2 x }	e ^ { 2 x }
20_em_34	CORRECT	\sin ( a + b )	\sin ( a + b )
RIT_2014_232	WRONG	\sqrt { \frac { 9 . 8 1 } { r } = \pi	\sqrt { \frac { 9 . 8 1 } { l } } = \pi
RIT_2014_247	CORRECT	1 \pm \sqrt { 2 }	1 \pm \sqrt { 2 }
504_em_39	WRONG	\sqrt { \frac { 2 7 } { \sqrt { 3 } }	\frac { \sqrt { 2 7 } } { \sqrt [ 3 ] { 9 } }
505_em_55	WRONG	\sqrt { \frac { \theta _ { 0 } } { \theta } = \int 2 d x	\int \frac { d v } { v } = \int 2 d x
27_em_123	CORRECT	\int 2 x ^ { - 2 } d x	\int 2 x ^ { - 2 } d x
35_em_4	WRONG	w 1 + w 2	w _ { 1 } + w _ { 2 }
29_em_156	CORRECT	( 2 , 2 , 2 , 0 )	( 2 , 2 , 2 , 0 )
20_em_28	WRONG	1 . 3 7 9 / 9 4 1 / 7	1 . 3 7 9 1 9 4 1 7 1
RIT_2014_52	WRONG	\int x + s x	\int x + 5 d x
516_em_388	WRONG	\sqrt { \alpha ^ { 2 } - 3 ^ { 2 } t }	\sqrt { \alpha ^ { 2 } - \beta ^ { 2 } } t
519_em_462	WRONG	\sum _ { r = 1 } ^ { r + 1 } r	\sum _ { r = 1 } ^ { n } r
RIT_2014_96	WRONG	v + 2 3 3 = 2 3 6	N + 2 3 3 = 2 3 6
32_em_202	CORRECT	3 N - 3 - 2 = 3 N - 5	3 N - 3 - 2 = 3 N - 5
507_em_76	WRONG	4 x 4 + 4 + 4	4 \times 4 + 4 + 4
27_em_118	CORRECT	\sqrt { 3 2 } + \sqrt { 3 2 }	\sqrt { 3 2 } + \sqrt { 3 2 }
23_em_54	CORRECT	\beta _ { 0 } = 1 0 0 0	\beta _ { 0 } = 1 0 0 0
26_em_95	CORRECT	\sqrt { a } \sqrt { b } = \sqrt { a b }	\sqrt { a } \sqrt { b } = \sqrt { a b }
RIT_2014_63	WRONG	C _ { X } ( x + 1	c _ { x } c _ { x + 1 }
512_em_284	CORRECT	( 6 ) ( 6 ) ( 6 ) = 2 1 6	( 6 ) ( 6 ) ( 6 ) = 2 1 6
RIT_2014_196	WRONG	\sqrt { 2 } \times d X	\int \sin ^ { 2 } x d x
RIT_2014_101	WRONG	\frac { 1 } { 2 } ( - \sqrt { \frac { \gamma } { \pi r _ { 0 } } )	\frac { 1 } { 2 } ( 1 - \sqrt { \frac { \gamma } { 1 + \gamma _ { 0 } } } )
27_em_105	CORRECT	( a - 2 x ) ( a + 2 x )	( a - 2 x ) ( a + 2 x )
518_em_416	CORRECT	x ^ { 3 } + 8 y ^ { 3 }	x ^ { 3 } + 8 y ^ { 3 }
RIT_2014_64	WRONG	9 6 \sin \alpha	a b \sin \alpha
518_em_438	CORRECT	\frac { 2 } { \sqrt { 2 - \sqrt { 2 } } }	\frac { 2 } { \sqrt { 2 - \sqrt { 2 } } }
34_em_231	WRONG	9 e y = 1 - p e y	q _ { e q } = 1 - p _ { e q }
RIT_2014_181	WRONG	\lim _ { 6 \rightarrow \infty } f ( 6 )	\lim _ { b \rightarrow \infty } f ( b )
RIT_2014_248	CORRECT	\frac { 2 - p } { \sqrt { 1 - p } }	\frac { 2 - p } { \sqrt { 1 - p } }
23_em_66	CORRECT	z ^ { 3 } + z = z	z ^ { 3 } + z = z
37_em_12	CORRECT	u ( x _ { b } ) = u _ { b } ( x _ { b } )	u ( x _ { b } ) = u _ { b } ( x _ { b } )
34_em_232	WRONG	t _ { \theta } ^ { - 1 } = t - \theta	t _ { \theta } ^ { - 1 } = t _ { - \theta }
519_em_440	WRONG	\frac { \sin 9 3 } { 7 8 7 3 }	\frac { 8 9 9 3 } { 7 8 7 3 }
RIT_2014_74	WRONG	- p , \beta _ { 2 }	- P _ { 1 } / P _ { 2 }
RIT_2014_149	CORRECT	\frac { \sin z } { z }	\frac { \sin z } { z }
RIT_2014_212	WRONG	t 0 \leq t \leq b	t _ { 0 } \leq t \leq b
23_em_70	CORRECT	\alpha + \beta = \beta + \alpha	\alpha + \beta = \beta + \alpha
506_em_66	WRONG	2 \leq 1 \leq 4	2 \leq A \leq 4
RIT_2014_46	CORRECT	a \leq w	a \leq w
27_em_124	WRONG	a ^ { 0 } \frac { b } { 0 } b	a \div b
23_em_61	WRONG	\cos ^ { 2 } \alpha	\cos 2 \alpha
RIT_2014_119	CORRECT	n ^ { 3 } - n + 3	n ^ { 3 } - n + 3
516_em_385	WRONG	\int \{ g ( x ) ^ { n } d ] g ( x )	\int [ g ( x ) ] ^ { n } d [ g ( x ) ]
