Test Year: 2016
Total: 1147, Correct: 3, ExpRate: 0.26%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN_114_em_303	WRONG	f ^ { f }	\int C _ { 4 }
UN_457_em_757	WRONG	f ^ { f }	\int C C
UN_120_em_419	WRONG	u _ { 0 } , \ldots , \theta _ { 0 }	l \log l
UN_129_em_1042	WRONG	a _ { 2 }	a \neq e
UN_121_em_467	WRONG	6 . 4	0 \div 4
UN_133_em_1116	WRONG	\sqrt { 3 }	\pm \sqrt { 3 }
UN_104_em_87	WRONG	\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x	\int \sqrt { g } R ^ { 2 }
UN_128_em_1010	WRONG	k ^ { 2 } = 2	h _ { z z }
UN_461_em_858	WRONG	3 . 3	7 \times 7
UN_108_em_193	WRONG	F _ { - 1 }	\pm \frac { 1 } { 6 }
UN_133_em_1117	WRONG	x _ { 0 }	8 \times 8
UN_466_em_999	WRONG	\frac { 1 } { 5 }	\frac { 9 } { 5 }
UN_122_em_488	WRONG	( x ) ^ { 3 }	+ x _ { 3 }
UN_466_em_997	WRONG	6 ^ { 2 }	C _ { x x }
UN_123_em_507	WRONG	0 . 0	6 + 6
UN_125_em_557	WRONG	\sqrt { v }	\sqrt { - 1 }
UN_120_em_434	WRONG	\sqrt { A }	\sqrt { \theta } a
UN_130_em_1069	WRONG	n _ { n }	P = \sum p
UN_109_em_219	WRONG	\sqrt { f }	\int d f
UN_131_em_1082	WRONG	\frac { i } { i }	\frac { 0 } { 0 }
UN_460_em_836	WRONG	0 . 0	\sigma \sigma \sigma
UN_119_em_413	WRONG	\frac { 2 } { 3 }	\frac { 7 } { 6 }
UN_453_em_659	WRONG	\sqrt { n }	\sqrt { - n }
UN_453_em_670	WRONG	t _ { 1 }	\frac { 1 } { c }
UN_460_em_831	WRONG	7 . 7	7 + 7
UN_459_em_807	WRONG	f ^ { f }	\int C _ { p }
UN_106_em_125	WRONG	f _ { 0 } ^ { 1 }	\int A _ { m }
UN_108_em_181	WRONG	X _ { 1 } ( x )	\sqrt { 3 } ( \sqrt { 2 } )
UN_125_em_551	WRONG	\sqrt { z }	\sqrt { 8 \pi }
UN_466_em_976	WRONG	y ^ { 2 } + y ^ { 2 }	\sqrt { y } \log { y }
UN_464_em_925	WRONG	p _ { 0 }	n \neq 8
UN_120_em_425	WRONG	x _ { 1 }	x - y
UN_102_em_29	WRONG	f ( x ) ^ { x }	\int H _ { 3 }
UN_105_em_122	WRONG	\frac { 1 } { 1 }	T ^ { 4 }
UN_451_em_622	WRONG	n ! - 1	n \geq 9
UN_462_em_879	WRONG	\frac { 1 } { 3 }	\frac { 1 } { 3 ! }
UN_127_em_597	WRONG	9 . 9	9 x 9
UN_455_em_714	WRONG	\frac { i } { i }	\frac { 1 } { \sqrt { l } }
UN_102_em_35	WRONG	e ^ { i }	\frac { l } { x }
UN_133_em_1135	WRONG	\sin ( x ) ^ { 2 }	\sin k x
UN_116_em_341	WRONG	u _ { 1 } ( x )	y = y ( x )
UN_454_em_688	WRONG	x _ { 2 }	\sum p _ { i }
UN_464_em_934	WRONG	\sin ^ { 2 } ( x )	\sin ( t )
UN_116_em_333	WRONG	\sqrt { y }	\sqrt { - \Delta c }
UN_461_em_855	WRONG	( x ) ^ { 2 }	\sqrt { \beta } H
UN_456_em_729	WRONG	x _ { 3 }	- 9 . 7 7 8
UN_457_em_769	WRONG	\sqrt { y }	\sqrt { 1 + y }
UN_107_em_153	WRONG	2 ^ { 2 }	x - y
UN_129_em_1032	WRONG	( a ) ^ { 2 } ( x )	( \log y ) / y
UN_116_em_334	WRONG	\log _ { 2 } = 0	\tan \phi = b
UN_123_em_513	WRONG	\alpha _ { 2 } = 2	A \times A
UN_105_em_121	WRONG	2 ^ { 3 }	e _ { + 3 }
UN_112_em_282	WRONG	8 . 8	8 { \times } 8
UN_459_em_808	WRONG	u _ { 0 } = u _ { 0 }	v \log v
UN_127_em_590	WRONG	\sqrt { 3 }	\sqrt { \frac { 1 } { 3 } }
UN_130_em_1062	WRONG	f _ { 0 } = 0	\int F \neq 0
UN_462_em_895	WRONG	x _ { 1 } = x _ { 0 }	x \neq y
UN_118_em_386	WRONG	x = r \cos \theta	- 0 . 9 8 8
UN_461_em_857	WRONG	p _ { 3 }	n \geq 8
UN_460_em_845	WRONG	1 + 2	\sqrt { 1 - x }
UN_118_em_377	WRONG	a _ { 1 } + a _ { 1 }	a \times a
UN_104_em_93	WRONG	\sqrt { z }	\sqrt { i z }
UN_123_em_508	WRONG	p _ { 1 } , \ldots , p _ { n }	7 _ { \alpha } 7 _ { \alpha }
UN_106_em_131	WRONG	n ! - 1	b \in T
UN_105_em_120	WRONG	y ^ { 2 }	y \geq x
UN_125_em_550	WRONG	x _ { 1 } ( x )	\exists p ( k )
UN_102_em_30	WRONG	\sqrt { C }	+ c . c
UN_455_em_701	WRONG	f ( x ) ^ { 2 }	\int f g = \int g f
UN_102_em_32	WRONG	( x ^ { 3 } )	( 3 . 1 . 5 )
UN_129_em_1035	WRONG	\theta = r \cos \theta	\tan 2 \theta
UN_465_em_950	WRONG	f _ { 0 }	f \times f
UN_452_em_631	WRONG	x _ { 1 } = x _ { 2 }	x \rightarrow y
UN_458_em_798	WRONG	X _ { X } ( x )	X \times X
UN_121_em_466	WRONG	2 ^ { 2 }	x + h
UN_455_em_706	WRONG	( 2 ^ { 2 } - 1 )	( 2 . 7 . 1 )
UN_130_em_1054	WRONG	a _ { n } = a _ { n }	\cos ( \alpha )
UN_457_em_752	WRONG	9 . 2	s \neq t
UN_108_em_180	WRONG	f ( x ) ^ { 2 }	x ^ { a } y ^ { a }
UN_451_em_620	WRONG	2 ^ { 2 } - 1	+ 2 ( - 2 )
UN_107_em_159	WRONG	x _ { i } = x _ { i }	2 \log b
UN_454_em_698	WRONG	( f _ { 0 } )	( 1 \div a )
UN_465_em_972	WRONG	\frac { 1 } { 3 }	\frac { 1 } { \sqrt { 3 } }
UN_461_em_869	WRONG	\sqrt { 3 }	\sqrt { B _ { \infty } }
UN_459_em_802	WRONG	( z ^ { 2 } - 1 )	( 1 + \sqrt { 7 } )
UN_109_em_224	WRONG	\frac { 1 } { 3 }	\frac { 1 } { \sqrt { b } }
UN_105_em_108	WRONG	V = a \cdot b \cdot c	\log \cos \theta
UN_101_em_21	WRONG	f ( x ) ^ { x }	\int d ^ { 2 } x
UN_105_em_112	WRONG	\sqrt { - 1 }	\pm \sqrt { - 1 }
UN_461_em_866	WRONG	( 1 ) ^ { 2 } - 1 )	4 = 1 + 1 + 1 + 1
UN_107_em_167	WRONG	x ^ { 2 }	x \geq c
UN_131_em_1093	WRONG	c ^ { 2 }	d \geq 7
UN_128_em_1017	WRONG	V = a \cdot b \cdot c	\cos ^ { 2 } \theta
UN_103_em_51	WRONG	1 + \pi r ^ { 2 }	I + I I
UN_465_em_962	WRONG	\frac { 1 } { 2 }	\frac { b } { a }
UN_110_em_230	WRONG	\sin ^ { 2 } ( x )	\sin ( \theta )
UN_460_em_832	WRONG	u _ { 1 } , \theta _ { 2 }	r \sin { \theta }
UN_111_em_258	WRONG	\alpha _ { 3 }	B \times B
UN_453_em_651	WRONG	u _ { 2 }	y > x
UN_132_em_1103	WRONG	a _ { 1 } = a _ { 2 }	e ^ { - A } A ^ { A }
UN_122_em_491	WRONG	x _ { 1 } ( x )	x x y y
UN_105_em_119	WRONG	\sqrt { - 1 }	\sqrt { 7 } + 1
UN_113_em_289	WRONG	( a ) ^ { 2 }	a \neq i
UN_120_em_426	WRONG	\frac { a } { c }	\frac { 9 } { 4 }
UN_117_em_365	WRONG	1 0 ^ { 2 }	h \log h
UN_457_em_772	WRONG	( b _ { n } , \ldots , v _ { n } )	( \frac { 1 } { 8 } , \frac { 1 } { 8 } )
UN_102_em_41	WRONG	u _ { 1 } , \ldots , v _ { n }	n \log n
UN_463_em_908	WRONG	( x ) ^ { 2 }	k \times k
UN_452_em_626	WRONG	( f _ { n } , \ldots , c _ { n } )	c _ { a } ( x _ { a } )
UN_456_em_733	WRONG	2 + 3	- 1 \div 3
UN_464_em_933	WRONG	\sum _ { i }	\sum n _ { i }
UN_110_em_232	WRONG	0 . 0	k ! > 0
UN_452_em_630	WRONG	2 ^ { 2 } = 0	\sum \alpha = 0
UN_454_em_683	WRONG	0 . 0	X \rightarrow X
UN_132_em_1108	WRONG	2 ^ { 2 }	e > e _ { c }
UN_121_em_460	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	( \frac { 8 } { 9 } , \frac { 8 } { 9 } )
UN_466_em_982	WRONG	( y ) ^ { y }	Y \times Y
UN_451_em_606	WRONG	a ^ { 2 } = a ^ { 2 }	\cos \beta _ { n }
UN_456_em_728	WRONG	x _ { 1 } = x _ { 2 }	x = - n + f
UN_132_em_1104	WRONG	x = m c ^ { 2 }	\gamma = \cos { c }
UN_125_em_564	WRONG	x _ { 3 } = x _ { 3 }	3 0 \div 3 5
UN_465_em_973	WRONG	2 + 2 = 0	\sum 1 = \infty
UN_131_em_1085	WRONG	\frac { y } { y }	\frac { 4 } { 9 }
UN_121_em_464	WRONG	( x ) ^ { 2 } )	[ b ] \times [ b ]
UN_120_em_428	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( 3 3 ) ^ { 3 } ( 7 3 )
UN_118_em_382	WRONG	1 + \pi r ^ { 2 }	\forall a \in I
UN_101_em_12	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 4 \pi }
UN_113_em_287	WRONG	\sqrt { x } = \sqrt { 2 }	- \sqrt { 2 - \sqrt { 2 } }
UN_451_em_611	WRONG	x _ { y } ( x )	Y \rightarrow Y
UN_460_em_826	WRONG	a _ { 1 } = a _ { 2 }	a + b \sqrt { n }
UN_452_em_627	WRONG	V = \sqrt { 2 }	\sqrt { z w }
UN_116_em_320	WRONG	u _ { 2 } = u _ { n }	A = 0 \div 5
UN_133_em_1126	WRONG	2 + 2	x \neq z
UN_458_em_781	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	( \frac { 1 } { 2 } ) ^ { 8 } \frac { 1 } { 8 ! }
UN_129_em_1033	WRONG	1 3 + \pi r ^ { 2 }	R ^ { n } + \ldots
UN_114_em_298	WRONG	\int \limits _ { 0 } ^ { 2 } \sqrt { x }	\int \sqrt { g } R
UN_457_em_753	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	\sin ( \frac { \theta } { 2 } )
UN_124_em_524	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { \alpha + c }
UN_126_em_584	WRONG	\sqrt { p }	\sqrt { [ } 4 ] { - g }
UN_132_em_1106	WRONG	u _ { 1 } = 1	j \neq 9
UN_112_em_269	WRONG	\int \limits _ { 0 } ^ { 0 }	\int B \neq 0
UN_121_em_456	WRONG	u _ { 0 }	v \times v
UN_132_em_1100	WRONG	V = \sqrt { 2 }	C \rightarrow \sqrt { f } C
UN_107_em_172	WRONG	( x ) ^ { 2 }	\cos k x
UN_133_em_1130	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( 7 3 ) ( 3 7 ) ( 7 7 )
UN_134_em_1147	WRONG	f ( x ) ^ { 2 }	\log r _ { h }
UN_453_em_672	WRONG	R _ { 2 }	p \geq 7
UN_122_em_481	WRONG	x _ { 1 } = 1	x + y
UN_119_em_394	WRONG	x _ { 1 } - x _ { 2 }	x \geq 1
UN_105_em_110	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int f ( x ) d x
UN_132_em_1107	WRONG	u _ { 1 } , \ldots , v _ { n }	A n \log n
UN_458_em_791	WRONG	a _ { 1 } = a _ { d }	\cos 2 \gamma
UN_464_em_946	WRONG	p _ { 1 } , \ldots , p _ { n }	r = 1 \div n
UN_116_em_339	WRONG	\frac { n } { v }	\frac { 1 } { \sqrt { V } }
UN_452_em_641	WRONG	1 + \pi r ^ { 2 }	\sqrt { 2 + \sqrt { 2 } }
UN_116_em_323	WRONG	( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 }	S _ { 1 4 } = \{ 3 \} \{ 5 \} \{ 7 \} \{ 9 \}
UN_466_em_992	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	| | x | | = | a | + | b |
UN_109_em_221	WRONG	\frac { 1 } { \sin ( x ) + 1 }	\sum _ { b } k _ { b }
UN_106_em_134	WRONG	x _ { 1 } = x _ { 2 }	x \neq a
UN_462_em_890	WRONG	\sqrt { 1 } = \sqrt { 2 }	1 0 ^ { \sqrt { N \log N } }
UN_114_em_307	WRONG	\sum _ { n } ^ { n }	\sum d _ { x }
UN_102_em_31	WRONG	1 0 ^ { 2 } - 1	\forall x \in M
UN_119_em_393	WRONG	y ^ { 2 } + y ^ { 2 }	y \geq y _ { 1 }
UN_456_em_742	WRONG	1 3 + \pi r ^ { 2 }	\forall i , j , k
UN_458_em_785	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int \alpha ( x ) d x
UN_455_em_716	WRONG	x _ { 2 } = 2	8 . 0 7 7 7
UN_460_em_843	WRONG	[ ( x ) ]	[ x _ { 2 } ] - [ x _ { 1 } ]
UN_119_em_400	WRONG	0 . 0	6 \times 6
UN_459_em_817	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int p _ { i } d x _ { i }
UN_119_em_407	WRONG	1 + \pi r ^ { 2 }	L \sin \theta
UN_119_em_402	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\frac { 1 6 } { 3 \sqrt { 3 } }
UN_107_em_150	WRONG	\cos ( 0 )	\cos ( a )
UN_111_em_255	WRONG	\alpha _ { 1 } ( x )	n ! \times n !
UN_131_em_1078	WRONG	( f _ { 1 } , \ldots , f _ { n } )	\log | \sin q |
UN_120_em_420	WRONG	( a ) ^ { 2 } ( x )	[ a ] \times [ b ]
UN_111_em_250	WRONG	n _ { n }	n { \times } n
UN_113_em_291	WRONG	x _ { 1 } , \ldots , x _ { 2 } )	\sin ( x )
UN_127_em_591	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int \int d z d w
UN_457_em_761	WRONG	\log _ { 1 } ( 2 ^ { 2 } ) = 1	A = F + A F
UN_124_em_523	WRONG	\sum _ { n } ^ { n }	\sum _ { a } p _ { a }
UN_101_em_20	WRONG	x _ { X }	x \geq X
UN_456_em_745	WRONG	f ( x ) = f ( x )	\sqrt { t } = \sqrt { x - 4 }
UN_125_em_543	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	\tan ( \pi z )
UN_107_em_158	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\sum _ { n } \int d x
UN_461_em_867	WRONG	\sqrt { 1 + 1 }	\sqrt { x - 4 }
UN_102_em_27	WRONG	( \frac { 2 } { 3 } )	( \frac { 1 } { 9 } , \frac { 1 } { 9 } )
UN_131_em_1088	WRONG	x _ { 1 } = x _ { 2 }	2 . 4 \times 1 . 2
UN_466_em_979	WRONG	x _ { n } = n _ { n } = n _ { n }	w = \tan \beta
UN_130_em_1051	WRONG	\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x	\int _ { - \infty } ^ { \infty } d x ^ { 1 }
UN_107_em_157	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 3 \pm \sqrt { 3 } }
UN_105_em_117	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\sum _ { a } X _ { a }
UN_125_em_559	WRONG	1 + 1 = 0	1 0 \div 3 0
UN_117_em_364	WRONG	\int e ^ { x ^ { 2 } }	\int e R ( e )
UN_453_em_664	WRONG	u _ { 1 } = p _ { n }	\tan \theta \geq 0
UN_116_em_324	WRONG	x _ { 1 } + x _ { 2 } = x _ { 2 }	b _ { 1 } b _ { 2 } b _ { 3 } b _ { 4 }
UN_464_em_949	WRONG	\tan ( \frac { \pi } { 2 } ) = 0	\pi _ { 0 } \pi _ { 0 } \pi _ { 0 }
UN_133_em_1119	WRONG	b ^ { x ^ { 2 } }	p ^ { k } x ^ { k }
UN_456_em_730	WRONG	x ^ { 2 } ( 2 ^ { 1 } ( x )	\{ - \sqrt { 3 } , 0 , \sqrt { 3 } \}
UN_465_em_956	WRONG	\sqrt { u }	\sqrt { \Delta m }
UN_124_em_530	WRONG	1 0 ^ { 2 } - 1	1 . 8 \times 1 . 6
UN_460_em_830	WRONG	\frac { 1 } { 2 }	\sqrt { \frac { 1 1 } { 1 0 } }
UN_112_em_276	WRONG	f _ { 0 } ^ { 0 }	\log p _ { 0 }
UN_121_em_455	WRONG	\int ( 2 ^ { 2 } - 3 e ^ { x } ) d x	\int a = s \int b
UN_104_em_80	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\frac h 2 \log h
UN_454_em_689	WRONG	1 3 + \pi r ^ { 2 }	P x P = - x
UN_453_em_673	WRONG	\int e ^ { x ^ { 2 } }	\int \sum _ { a } A ^ { a } = 0
UN_133_em_1125	WRONG	\frac { 5 } { 3 } \pi r ^ { 3 }	\frac { 4 } { 1 3 5 } \sqrt { 5 }
UN_462_em_884	WRONG	\sum _ { n } = x _ { n }	\sum S S = S
UN_460_em_834	WRONG	y ^ { 2 } - 1	0 . 5 4 \div 1 . 2 8
UN_452_em_637	WRONG	1 + \pi r ^ { 2 }	\sqrt { 1 + x }
UN_120_em_433	WRONG	u _ { 1 } = u _ { 2 }	u \times u
UN_105_em_101	WRONG	e ^ { - 1 }	- x _ { 9 }
UN_116_em_318	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d ^ { 4 } x c
UN_103_em_64	WRONG	\int \limits _ { 0 } ^ { 1 }	\int d ^ { 1 0 } x
UN_124_em_519	WRONG	\frac { 1 } { 3 }	\frac { 1 } { \sqrt { B } }
UN_105_em_105	WRONG	1 + \pi r ^ { 3 }	p = 1 \div m
UN_464_em_928	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\frac { T } { L } \log \frac { T } { L }
UN_118_em_373	WRONG	f ( x ) = f ( x ) = f ( x )	\log ( z \log z )
UN_102_em_28	WRONG	2 ^ { 2 } + 2 ^ { 2 }	\exists g \in G
UN_120_em_421	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\frac { 1 } { 2 \pi } \int F
UN_454_em_681	WRONG	u _ { 1 } , v _ { 2 }	v _ { x } v _ { y } v _ { z }
UN_455_em_709	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	p _ { y } = p _ { y } ( y )
UN_124_em_536	WRONG	\int \limits _ { 0 } ^ { 0 } \sqrt { x } d x	\int d ^ { p } x \sqrt { g }
UN_126_em_574	WRONG	f ( x ) = f ( x )	\log ( 1 - x )
UN_452_em_649	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d x ^ { 1 } d y ^ { 1 }
UN_114_em_310	WRONG	3 . 3	x > b
UN_104_em_77	WRONG	a ^ { 2 } = ( x ) ^ { 2 } ) ^ { 2 }	a ( t _ { i } ( n ) ) \div n
UN_463_em_902	WRONG	u _ { 1 } , \ldots , v _ { n }	w _ { \infty } ^ { \infty }
UN_121_em_463	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d y f ( y ) = 1
UN_461_em_870	WRONG	E = E _ { 1 } + E _ { n }	E = \tan { \alpha }
UN_462_em_881	WRONG	a ^ { b ^ { c ^ { d } } }	a ^ { a } _ { a a }
UN_125_em_554	WRONG	\sin ^ { 2 } \theta = 1	\sin \theta = 1
UN_116_em_338	WRONG	x ^ { 2 } = y ^ { 2 }	x ^ { 2 } \log x
UN_116_em_335	WRONG	\frac { i } { i }	\frac 1 x
UN_460_em_844	WRONG	( y ) ^ { 2 } ( x )	4 8 ! / ( 1 7 ! 3 1 ! )
UN_108_em_191	WRONG	2 ^ { 2 } = 1	\alpha = 1 \div 4
UN_125_em_555	WRONG	\sqrt { x ^ { 2 } } } }	- \sqrt { 2 ( 2 + \sqrt { 2 } ) }
UN_131_em_1086	WRONG	\sqrt { b ^ { 2 } - 4 a c }	- \sqrt { 2 + \sqrt { 2 } }
UN_104_em_91	WRONG	( u _ { n } , \ldots , y _ { y } )	( - \log x , - \log y )
UN_456_em_731	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 5	y _ { 0 } y _ { 1 } = y _ { 2 } y _ { 3 }
UN_454_em_694	WRONG	y ^ { 2 } + y ^ { 2 }	y = 2 \sin \frac { \theta } { 2 }
UN_109_em_205	WRONG	\sqrt { \sqrt { z ^ { 2 } } }	\int ( B + F )
UN_133_em_1118	WRONG	u _ { 1 } = 1	i = 1 \div N
UN_452_em_628	WRONG	2 ^ { 2 } = 0	\frac { 7 } { 1 6 } + 6
UN_128_em_1007	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\frac { 1 } { 3 ! } ( \frac { 3 \sqrt { 3 } } { 4 } ) ^ { 3 }
UN_126_em_570	WRONG	a _ { n } = a _ { n } ( b _ { n } )	\cos ( \frac { n } { R } X )
UN_129_em_1043	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int p d x = 1
UN_458_em_786	WRONG	x ^ { 2 }	x ^ { 6 } + \ldots
UN_101_em_3	WRONG	\alpha = \alpha _ { 2 }	2 \cos \alpha
UN_108_em_175	WRONG	\int e ^ { - z ^ { 2 } } d z = e r f ( z )	\int _ { 0 } ^ { 1 } d y X ( y )
UN_452_em_647	WRONG	u _ { n } = 1	h = \tan \phi
UN_463_em_916	WRONG	f ( x ) = f ( x )	A ( t ) = \sin ( t )
UN_129_em_1040	WRONG	\frac { \pi r ^ { 2 } { 3 + 1 }	\frac { 2 n } { n + 1 }
UN_453_em_654	WRONG	\sqrt { 2 } = \sqrt { 2 }	2 c = \sqrt { 6 } - \sqrt { 3 }
UN_118_em_385	WRONG	a = b \cos C + c = 0	8 \times 8 \times 2 8
UN_122_em_476	WRONG	\int \limits _ { 0 } ^ { 0 } \sqrt { x } d x	\int d ^ { d } x \sqrt { g }
UN_106_em_128	WRONG	x _ { 0 } = x _ { 0 }	x > x _ { o }
UN_112_em_274	WRONG	u _ { 0 } = 0	\tan \theta < 0
UN_120_em_435	CORRECT	\sin ^ { 2 } \theta	\sin ^ { 2 } \theta
UN_456_em_734	WRONG	u _ { 1 } + a _ { 2 } = 0	6 9 6 7 2 9 6 0 0
UN_463_em_920	WRONG	k _ { 1 } , \ldots , u _ { n }	f _ { 0 } > f > f _ { 1 }
UN_131_em_1096	WRONG	x = r \cos \theta	\infty + \infty
UN_128_em_1005	WRONG	( x ^ { 2 } + b ^ { 2 } ) ^ { 2 }	f ( R ) = \tan R
UN_101_em_16	WRONG	x _ { 2 } = x _ { 3 }	\sin z = \beta
UN_464_em_936	WRONG	f ( x ) ^ { 2 }	\frac { 1 } { 2 } \int C ^ { 1 } C ^ { 2 }
UN_466_em_996	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 1 + r m _ { a } }
UN_454_em_691	WRONG	u _ { 1 } , \ldots , u _ { n }	d x _ { 6 } d x _ { 7 } d x _ { 8 }
UN_459_em_824	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d ^ { 4 } x \sqrt { - g } R
UN_122_em_492	WRONG	\frac { 1 } { \sqrt { 2 } }	q = \frac { \sqrt { d } } { 2 }
UN_454_em_677	WRONG	( x ^ { 2 } - x ^ { 2 } - 1 )	| x + y | \geq | x |
UN_128_em_1015	WRONG	u _ { n + 1 } = p _ { n }	n m a x = \infty
UN_466_em_984	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\frac { 9 - 4 \sqrt { 3 } } { 3 3 }
UN_453_em_657	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	[ a ] \times [ a ] \times [ b ]
